,0
0,84545.40172617255
1,81659.3407856472
2,78713.80550022837
3,75817.65411854711
4,72971.4479172086
5,70175.6878107657
6,67430.76785122375
7,64737.08181583503
8,62095.003827097695
9,59504.673460535836
10,56966.67981751669
11,54481.323368115605
12,52048.87043763508
13,49669.56714912061
14,47343.312344180624
15,45070.87965322568
16,42852.33658868161
17,40687.862928821254
18,38576.94880523539
19,36520.72143634733
20,34519.030345159335
21,32571.378350203537
22,30678.21513648419
23,28840.075487815164
24,27055.750105017105
25,25326.00207111323
26,23651.40611572961
27,22032.234923924058
28,20465.517414754147
29,18949.95611355434
30,17489.747270882868
31,16085.58675616623
32,14729.194430230154
33,13464.015168143802
34,12248.029049043169
35,11049.025665409143
36,9996.735608478886
37,9047.560764397755
38,8126.198322511388
39,7258.679282307283
40,6468.40866449848
41,5972.897602642843
42,5602.582179269403
43,5105.727052156919
44,4646.746746687424
45,4221.487707105943
46,3891.8402993576533
47,3646.7145817412256
48,3369.525385859159
49,3102.8454211346143
50,2844.9177050467965
51,2626.859687294597
52,2452.0120991445297
53,2281.5726010333333
54,2191.4937917603474
55,2036.8329290886452
56,1892.8338393408492
57,1772.751544082315
58,1635.24411257459
59,1503.157958025726
60,1404.8643251067729
61,1312.2765097078875
62,1253.031117013674
63,1190.1476958681064
64,1123.8543644587469
65,1057.7945304301677
66,993.2013829973461
67,930.6115592473278
68,875.2950839136065
69,820.9083147262703
70,771.2784271440978
71,727.3597268495578
72,685.8119727782641
73,644.8231758660464
74,603.5371340756883
75,565.6827138626331
76,525.4009381411305
77,490.80349675790336
78,460.7955834969804
79,434.5966831878273
80,408.3630116495501
81,384.69436998872555
82,359.45596328024476
83,336.72178339234705
84,314.4388246762452
85,294.538250047151
86,275.06575465321583
87,256.6000248845279
88,239.0187088963172
89,225.08807867066707
90,212.3589419934044
91,197.24428288458026
92,186.26252152601558
93,172.77900531192086
94,162.01787707638172
95,151.4902875603971
96,140.70446571079594
97,131.93215688675838
98,123.92798122978576
99,115.47102339462127
100,107.17984411933958
101,101.18216693215717
102,94.68134634307857
103,88.76992050163021
104,84.23838157524233
105,78.10598962267134
106,73.3014991423727
107,68.63322632469712
108,64.22269008802697
109,60.05729371802522
110,57.095134900081845
111,53.69270617834633
112,50.60006521804426
113,47.48979280683139
114,44.5395187467046
115,41.84427436416618
116,39.715598379880376
117,37.08491528380615
118,35.272319844349674
119,32.98644242046213
120,31.419816238688878
121,29.983699539405233
122,28.238607364964174
123,26.752602974183286
124,25.334415710418448
125,23.970674756041696
126,22.743000205161422
127,21.707463600300642
128,20.51009826020156
129,19.621785153459715
130,18.54379573970087
131,17.751175180340805
132,16.709038333799136
133,15.81153468497884
134,15.062933064663905
135,14.357654082726325
136,13.753862843253918
137,13.212838539623558
138,12.570121548096036
139,12.101379083695818
140,11.517574829438194
141,11.049454515966525
142,10.592658110924752
143,10.143267824230891
144,9.759634314529082
145,9.4143006266529
146,9.021248531087714
147,8.625621131532629
148,8.216590951288234
149,7.932180761675291
150,7.54977744010304
151,7.32764128227688
152,6.997616763923679
153,6.773924416363687
154,6.510282667720558
155,6.248946118391412
156,5.971028174270335
157,5.761111729271069
158,5.525849923184724
159,5.3543148506007645
160,5.142207792537325
161,4.971479448537215
162,4.761919808540715
163,4.612040103759305
164,4.416683292264974
165,4.244967255798521
166,4.094970849289316
167,3.9445760728231
168,3.8114449862408595
169,3.679916347561433
170,3.5675336579174863
171,3.450252851471263
172,3.3490959273250307
173,3.226630717203793
174,3.1982689037843426
175,3.106570202919564
176,2.982359965552571
177,2.9061089982372064
178,2.8133591147278514
179,2.728991600880526
180,2.6507256682694718
181,2.5760404149853215
182,2.496686447058159
183,2.4305912663808114
184,2.3473022813294624
185,2.290762898970034
186,2.231594059098068
187,2.172359293358778
188,2.10766472075821
189,2.0466874865248736
190,1.9852377397288412
191,1.930172086800466
192,1.8693882958613812
193,1.8157641010370038
194,1.7665930970549382
195,1.7147251620886885
196,1.6664158894781
197,1.614318011806412
198,1.5596422490657356
199,1.516851540662655
200,1.4655880616641186
201,1.4284627901224898
202,1.3834143482850634
203,1.3427343615416965
204,1.3039064951145027
205,1.2708978826805086
206,1.2328923096199427
207,1.1940144350695001
208,1.159733941670542
209,1.1211507664128721
210,1.087799465592315
211,1.0580921100537293
212,1.0263068978615622
213,0.9976414620633893
214,0.9685001835535036
215,0.9373668941970015
216,0.9055834532883175
217,0.8782364578788169
218,0.8459237009639494
219,0.8153923398017207
220,0.7927807834202796
221,0.7674795095509995
222,0.7413197525386931
223,0.7111251904334915
224,0.6841973466218035
225,0.6603963725818172
226,0.6335044105225727
227,0.6101223219214883
228,0.5862242405550785
229,0.563082531464494
230,0.5397956043355512
231,0.515470981366077
232,0.4923699645463707
233,0.46864213412211353
234,0.4428259114334055
235,0.4168094377786025
236,0.39300324381410373
237,0.3667613223616166
238,0.3400007420941697
239,0.3158592545935538
240,0.2864607971096984
241,0.2506874144605286
242,0.21479925175869008
243,0.2146909520628318
244,0.17187682234792137
245,0.01076210788070035
246,0.0006731356683181472
247,4.207775997309092e-05
248,2.629878539264572e-06
249,1.6436741013520982e-07
250,1.0272963133450893e-08
251,6.420601958406812e-10
252,4.0128762240042596e-11
253,2.5080476400026594e-12
