,0
0,0.3332514797685254
1,0.3361537618545579
2,0.33921757677027803
3,0.3423798014049056
4,0.34565217040740337
5,0.3490145338093738
6,0.3524798367607923
7,0.35606216917159056
8,0.35973740042875313
9,0.3635528890400674
10,0.36751636741282456
11,0.37159124127551174
12,0.37582329468564524
13,0.3801789505921169
14,0.3847195515150185
15,0.38945042012321307
16,0.394345279864464
17,0.3994088749859436
18,0.40470344208261677
19,0.4102542253338753
20,0.41598419090394817
21,0.42199003291273723
22,0.4283098196007468
23,0.43487498384465245
24,0.4417761943373506
25,0.4490831399680114
26,0.4566852365941704
27,0.4647611444749951
28,0.473286233431628
29,0.4823535381327245
30,0.491975355752276
31,0.5022249763736388
32,0.513244724191199
33,0.5246642881347581
34,0.5370769859731214
35,0.5508050509582492
36,0.5644643185458792
37,0.5784521193493086
38,0.5939299875539705
39,0.6105910195838429
40,0.6279633072236929
41,0.6402763834206493
42,0.6503720900563076
43,0.6653944386855216
44,0.6808034413760096
45,0.6967472319656993
46,0.7105351398132743
47,0.7218403445070781
48,0.7360423762966666
49,0.7509476098305091
50,0.7668098582186286
51,0.7816347042944043
52,0.7944309241085694
53,0.8092841541339134
54,0.8173343608163558
55,0.8310986118151716
56,0.8458304604697304
57,0.8593275617168116
58,0.8764437248293738
59,0.8942534059488784
60,0.9088135663797896
61,0.9239966503440433
62,0.93443968243219
63,0.946499362963359
64,0.9594902291431284
65,0.9730958495622563
66,0.9881311181210065
67,1.0037289864503873
68,1.0187616568881046
69,1.034578953781462
70,1.0509362110222076
71,1.0660636172418296
72,1.080914507885358
73,1.0969659062318902
74,1.114375024410583
75,1.13273351607331
76,1.1529169139110924
77,1.175394897927068
78,1.193667737243455
79,1.2080539398871002
80,1.2269731141670566
81,1.2455032805052455
82,1.2659487064543335
83,1.2862189572033622
84,1.3091774789638804
85,1.3299516799932753
86,1.3528768497900021
87,1.3775764718400678
88,1.402584145133639
89,1.4229844393601592
90,1.4436239885615043
91,1.4705428159907885
92,1.4918488965635317
93,1.5201829941609475
94,1.5447909456273172
95,1.5717345234621667
96,1.6001843057262168
97,1.627805798451427
98,1.6543533987001269
99,1.6824210746726327
100,1.7138399000880224
101,1.738623880737255
102,1.76749362746289
103,1.7957270986510847
104,1.819151046312645
105,1.8533717176609894
106,1.8824405232237538
107,1.9127700117132431
108,1.9438889875933927
109,1.9756105872918366
110,1.9998885027693025
111,2.0293946116327457
112,2.0590755703096133
113,2.0907621947330584
114,2.1220797308143697
115,2.1530052959402597
116,2.180319074445825
117,2.21159343215914
118,2.2506718173401516
119,2.284419870702023
120,2.2977153990495034
121,2.3259479389840374
122,2.3571895048377973
123,2.3868195987801584
124,2.4166867777896264
125,2.4474661918299874
126,2.4770235930820848
127,2.5035266001393257
128,2.536171605748041
129,2.561939418181495
130,2.595225295322129
131,2.621264715357605
132,2.6577947725011426
133,2.691609029015609
134,2.7217023957527187
135,2.7518213716006437
136,2.77912027395599
137,2.804891173776008
138,2.837286095147741
139,2.8622525698342174
140,2.8951035987122244
141,2.922995564621647
142,2.951681969871332
143,2.981461477583262
144,3.0082294498485163
145,3.033469873173828
146,3.0636988922316353
147,3.0956762464585243
148,3.131412219121088
149,3.1554915812180493
150,3.199334126803894
151,3.1982430739450103
152,3.33282888140658
153,3.348487022127699
154,3.28064037619683
155,3.339079597905645
156,3.3674044335569397
157,3.397395651857973
158,3.4300880830348897
159,3.455516519670064
160,3.4882012247272294
161,3.5157801346856163
162,3.551262061936982
163,3.577844773295427
164,3.6141385007286764
165,3.6477150039890742
166,3.6784453498066814
167,3.7106841702014886
168,3.7405139698085956
169,3.771275262951844
170,3.7986540423778896
171,3.828386696523401
172,3.8550517882262727
173,3.8887054363387485
174,3.8967133815579964
175,3.923224420053024
176,3.9607794599998662
177,3.9848038925986606
178,4.015126683078611
179,4.043789593370481
180,4.071529101041246
181,4.098550604977274
182,4.130182206354806
183,4.151552939438946
184,4.205917691299648
185,4.1636154647531765
186,4.43831478772966
187,4.472212949999304
188,4.225753798376191
189,4.328387460030706
190,4.339408846647212
191,4.373083463541178
192,4.404313703016512
193,4.434598064135075
194,4.462913623343778
195,4.4939913499112505
196,4.523970396209843
197,4.557542717855244
198,4.594252056951666
199,4.624116359116877
200,4.661306226709501
201,4.689266926843612
202,4.724440535351614
203,4.757458794398482
204,4.790168251578439
205,4.818956421953975
206,4.853300746370832
207,4.889855903023754
208,4.9233953326200925
209,4.962673605081202
210,4.9982890344703925
211,5.03062807468082
212,5.069321621398494
213,5.0965452374094244
214,5.161416616056327
215,5.096835915728122
216,5.565283158074843
217,5.592035509851805
218,5.1784642151542455
219,5.341656638354184
220,5.347926508319069
221,5.39682058944344
222,5.438493051736956
223,5.4923739078274325
224,5.542178877175469
225,5.588529229758931
226,5.6435079976974105
227,5.693813983453273
228,5.748048346944
229,5.802969100016964
230,5.863327682669619
231,5.923242912102362
232,6.011316699844395
233,6.006160703814243
234,6.424684969106882
235,6.47302527197938
236,6.183927248936149
237,6.395515508341015
238,6.479376852941806
239,6.617000700939964
240,6.721006815110537
241,7.1940345901716665
242,7.167233947659973
243,7.165926324086412
244,7.57792765985553
245,14.221306244934112
246,30.415219296575202
247,46.08345599599615
248,68.01548324109503
249,120.33552843075971
250,255.89819135584708
251,456.41797517838467
252,1054.557785388344
253,1694.5943784589178
