t(s), a, T (MeV), Tnu (MeV), photons, baryons, rho_{{nu}_{vs}}, drho_{{nu}_{vs}}, phi (GeV^4), rho_vs(MeV^4), sigma_rad (MeV^4), Y(n), Y(p), Y(2H), Y(3H), Y(3He), Y(4He), Y(6Li), Y(7Li), Y(7Be), eta
5.38297e-03,1.33555e-10,9.05647e+00,8.88945e+00,4.42633e-09,4.38555e-16,1.07961e-08,4.85476e-06,0.00000e+00,5.61889e+03,1.31101e-17,5.34918e-01,4.65082e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60203e-09
5.38449e-03,1.33568e-10,9.05568e+00,8.88862e+00,4.42478e-09,4.38433e-16,1.07921e-08,4.85340e-06,0.00000e+00,5.61704e+03,1.31068e-17,5.14457e-01,4.85543e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60199e-09
5.38674e-03,1.33586e-10,9.05451e+00,8.88741e+00,4.42251e-09,4.38253e-16,1.07862e-08,4.85141e-06,0.00000e+00,5.61433e+03,1.31021e-17,5.40123e-01,4.59877e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60192e-09
5.38814e-03,1.33597e-10,9.05379e+00,8.88665e+00,4.42109e-09,4.38141e-16,1.07825e-08,4.85016e-06,0.00000e+00,5.61263e+03,1.30991e-17,5.12387e-01,4.87613e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60188e-09
5.39025e-03,1.33614e-10,9.05270e+00,8.88551e+00,4.41896e-09,4.37972e-16,1.07769e-08,4.84829e-06,0.00000e+00,5.61008e+03,1.30947e-17,5.27412e-01,4.72588e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60182e-09
5.39199e-03,1.33629e-10,9.05180e+00,8.88457e+00,4.41721e-09,4.37833e-16,1.07724e-08,4.84675e-06,0.00000e+00,5.60798e+03,1.30910e-17,5.19940e-01,4.80060e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60177e-09
5.39399e-03,1.33645e-10,9.05076e+00,8.88348e+00,4.41518e-09,4.37673e-16,1.07671e-08,4.84498e-06,0.00000e+00,5.60556e+03,1.30868e-17,5.29463e-01,4.70537e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60171e-09
5.39567e-03,1.33659e-10,9.04989e+00,8.88258e+00,4.41349e-09,4.37539e-16,1.07627e-08,4.84349e-06,0.00000e+00,5.60354e+03,1.30832e-17,5.18078e-01,4.81922e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60166e-09
5.39776e-03,1.33675e-10,9.04882e+00,8.88145e+00,4.41139e-09,4.37373e-16,1.07573e-08,4.84165e-06,0.00000e+00,5.60103e+03,1.30788e-17,5.32646e-01,4.67354e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60160e-09
5.39935e-03,1.33688e-10,9.04800e+00,8.88059e+00,4.40979e-09,4.37246e-16,1.07531e-08,4.84024e-06,0.00000e+00,5.59911e+03,1.30755e-17,5.15729e-01,4.84271e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60156e-09
5.40154e-03,1.33706e-10,9.04687e+00,8.87941e+00,4.40759e-09,4.37072e-16,1.07474e-08,4.83831e-06,0.00000e+00,5.59647e+03,1.30709e-17,5.37237e-01,4.62763e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60149e-09
5.40301e-03,1.33718e-10,9.04610e+00,8.87861e+00,4.40610e-09,4.36954e-16,1.07435e-08,4.83700e-06,0.00000e+00,5.59470e+03,1.30678e-17,5.13337e-01,4.86663e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60145e-09
5.40523e-03,1.33736e-10,9.04496e+00,8.87741e+00,4.40388e-09,4.36777e-16,1.07378e-08,4.83505e-06,0.00000e+00,5.59203e+03,1.30631e-17,5.35423e-01,4.64577e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60139e-09
5.40675e-03,1.33749e-10,9.04418e+00,8.87659e+00,4.40235e-09,4.36656e-16,1.07338e-08,4.83371e-06,0.00000e+00,5.59020e+03,1.30599e-17,5.14141e-01,4.85859e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60134e-09
5.40902e-03,1.33767e-10,9.04300e+00,8.87537e+00,4.40007e-09,4.36476e-16,1.07279e-08,4.83170e-06,0.00000e+00,5.58747e+03,1.30551e-17,5.40720e-01,4.59280e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60128e-09
5.41043e-03,1.33778e-10,9.04228e+00,8.87461e+00,4.39866e-09,4.36364e-16,1.07242e-08,4.83047e-06,0.00000e+00,5.58579e+03,1.30522e-17,5.12176e-01,4.87824e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60124e-09
5.41253e-03,1.33795e-10,9.04120e+00,8.87348e+00,4.39655e-09,4.36197e-16,1.07187e-08,4.82862e-06,0.00000e+00,5.58327e+03,1.30478e-17,5.25816e-01,4.74184e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60118e-09
5.41433e-03,1.33810e-10,9.04027e+00,8.87251e+00,4.39475e-09,4.36054e-16,1.07141e-08,4.82703e-06,0.00000e+00,5.58111e+03,1.30440e-17,5.21501e-01,4.78499e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60112e-09
5.41628e-03,1.33826e-10,9.03927e+00,8.87146e+00,4.39280e-09,4.35899e-16,1.07090e-08,4.82532e-06,0.00000e+00,5.57877e+03,1.30399e-17,5.26960e-01,4.73040e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60107e-09
5.41805e-03,1.33840e-10,9.03836e+00,8.87051e+00,4.39103e-09,4.35759e-16,1.07044e-08,4.82376e-06,0.00000e+00,5.57666e+03,1.30362e-17,5.20293e-01,4.79707e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60102e-09
5.42005e-03,1.33857e-10,9.03733e+00,8.86943e+00,4.38903e-09,4.35601e-16,1.06992e-08,4.82200e-06,0.00000e+00,5.57426e+03,1.30320e-17,5.28777e-01,4.71223e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60096e-09
5.42176e-03,1.33870e-10,9.03645e+00,8.86851e+00,4.38732e-09,4.35465e-16,1.06948e-08,4.82050e-06,0.00000e+00,5.57221e+03,1.30284e-17,5.18576e-01,4.81424e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60091e-09
5.42383e-03,1.33887e-10,9.03538e+00,8.86739e+00,4.38525e-09,4.35301e-16,1.06894e-08,4.81868e-06,0.00000e+00,5.56973e+03,1.30241e-17,5.31621e-01,4.68379e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60085e-09
5.42546e-03,1.33900e-10,9.03454e+00,8.86652e+00,4.38362e-09,4.35172e-16,1.06852e-08,4.81725e-06,0.00000e+00,5.56779e+03,1.30207e-17,5.16335e-01,4.83665e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60080e-09
5.42764e-03,1.33918e-10,9.03342e+00,8.86535e+00,4.38145e-09,4.35000e-16,1.06795e-08,4.81534e-06,0.00000e+00,5.56519e+03,1.30161e-17,5.35839e-01,4.64161e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60074e-09
5.42916e-03,1.33930e-10,9.03264e+00,8.86453e+00,4.37994e-09,4.34880e-16,1.06756e-08,4.81401e-06,0.00000e+00,5.56337e+03,1.30129e-17,5.13880e-01,4.86120e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60069e-09
5.43144e-03,1.33949e-10,9.03147e+00,8.86331e+00,4.37767e-09,4.34699e-16,1.06697e-08,4.81201e-06,0.00000e+00,5.56065e+03,1.30082e-17,5.39858e-01,4.60142e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60063e-09
5.43287e-03,1.33961e-10,9.03074e+00,8.86254e+00,4.37625e-09,4.34587e-16,1.06660e-08,4.81076e-06,0.00000e+00,5.55895e+03,1.30052e-17,5.12358e-01,4.87642e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60059e-09
5.43501e-03,1.33978e-10,9.02964e+00,8.86139e+00,4.37411e-09,4.34418e-16,1.06605e-08,4.80889e-06,0.00000e+00,5.55640e+03,1.30007e-17,5.27805e-01,4.72195e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60052e-09
5.43676e-03,1.33992e-10,9.02874e+00,8.86045e+00,4.37238e-09,4.34280e-16,1.06560e-08,4.80736e-06,0.00000e+00,5.55432e+03,1.29971e-17,5.19406e-01,4.80594e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60047e-09
5.43881e-03,1.34009e-10,9.02769e+00,8.85935e+00,4.37035e-09,4.34118e-16,1.06507e-08,4.80557e-06,0.00000e+00,5.55188e+03,1.29928e-17,5.30127e-01,4.69873e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60041e-09
5.44048e-03,1.34022e-10,9.02683e+00,8.85845e+00,4.36868e-09,4.33986e-16,1.06464e-08,4.80411e-06,0.00000e+00,5.54989e+03,1.29893e-17,5.17395e-01,4.82605e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60036e-09
5.44262e-03,1.34040e-10,9.02574e+00,8.85731e+00,4.36656e-09,4.33818e-16,1.06409e-08,4.80224e-06,0.00000e+00,5.54735e+03,1.29848e-17,5.33684e-01,4.66316e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60030e-09
5.44420e-03,1.34052e-10,9.02493e+00,8.85646e+00,4.36500e-09,4.33694e-16,1.06368e-08,4.80086e-06,0.00000e+00,5.54547e+03,1.29816e-17,5.14967e-01,4.85033e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60026e-09
5.44645e-03,1.34071e-10,9.02378e+00,8.85525e+00,4.36276e-09,4.33517e-16,1.06310e-08,4.79890e-06,0.00000e+00,5.54280e+03,1.29769e-17,5.38626e-01,4.61374e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60019e-09
5.44791e-03,1.34083e-10,9.02303e+00,8.85447e+00,4.36132e-09,4.33402e-16,1.06273e-08,4.79763e-06,0.00000e+00,5.54106e+03,1.29738e-17,5.12709e-01,4.87291e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60015e-09
5.45011e-03,1.34100e-10,9.02191e+00,8.85330e+00,4.35915e-09,4.33229e-16,1.06216e-08,4.79572e-06,0.00000e+00,5.53846e+03,1.29693e-17,5.30995e-01,4.69005e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60009e-09
5.45176e-03,1.34114e-10,9.02106e+00,8.85241e+00,4.35751e-09,4.33099e-16,1.06174e-08,4.79427e-06,0.00000e+00,5.53650e+03,1.29658e-17,5.16701e-01,4.83299e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.60004e-09
5.45394e-03,1.34131e-10,9.01995e+00,8.85125e+00,4.35536e-09,4.32929e-16,1.06118e-08,4.79238e-06,0.00000e+00,5.53392e+03,1.29613e-17,5.34966e-01,4.65034e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59997e-09
5.45549e-03,1.34144e-10,9.01915e+00,8.85042e+00,4.35383e-09,4.32807e-16,1.06078e-08,4.79103e-06,0.00000e+00,5.53209e+03,1.29581e-17,5.14238e-01,4.85762e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59993e-09
5.45779e-03,1.34162e-10,9.01798e+00,8.84919e+00,4.35157e-09,4.32627e-16,1.06019e-08,4.78904e-06,0.00000e+00,5.52937e+03,1.29533e-17,5.40203e-01,4.59797e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59986e-09
5.45922e-03,1.34174e-10,9.01725e+00,8.84842e+00,4.35016e-09,4.32515e-16,1.05983e-08,4.78780e-06,0.00000e+00,5.52768e+03,1.29503e-17,5.12200e-01,4.87800e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59982e-09
5.46136e-03,1.34191e-10,9.01615e+00,8.84728e+00,4.34804e-09,4.32347e-16,1.05928e-08,4.78593e-06,0.00000e+00,5.52514e+03,1.29459e-17,5.26777e-01,4.73223e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59976e-09
5.46315e-03,1.34206e-10,9.01524e+00,8.84632e+00,4.34628e-09,4.32207e-16,1.05882e-08,4.78438e-06,0.00000e+00,5.52303e+03,1.29422e-17,5.20315e-01,4.79685e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59971e-09
5.46518e-03,1.34222e-10,9.01421e+00,8.84524e+00,4.34429e-09,4.32049e-16,1.05830e-08,4.78263e-06,0.00000e+00,5.52064e+03,1.29380e-17,5.28534e-01,4.71466e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59965e-09
5.46691e-03,1.34236e-10,9.01332e+00,8.84431e+00,4.34258e-09,4.31913e-16,1.05786e-08,4.78112e-06,0.00000e+00,5.51859e+03,1.29344e-17,5.18637e-01,4.81363e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59960e-09
5.46901e-03,1.34253e-10,9.01225e+00,8.84320e+00,4.34052e-09,4.31749e-16,1.05733e-08,4.77931e-06,0.00000e+00,5.51612e+03,1.29300e-17,5.31291e-01,4.68709e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59954e-09
5.47067e-03,1.34267e-10,9.01141e+00,8.84231e+00,4.33889e-09,4.31620e-16,1.05690e-08,4.77787e-06,0.00000e+00,5.51417e+03,1.29266e-17,5.16429e-01,4.83571e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59949e-09
5.47286e-03,1.34285e-10,9.01029e+00,8.84114e+00,4.33674e-09,4.31448e-16,1.05634e-08,4.77597e-06,0.00000e+00,5.51158e+03,1.29221e-17,5.35405e-01,4.64595e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59943e-09
5.47441e-03,1.34297e-10,9.00950e+00,8.84031e+00,4.33522e-09,4.31327e-16,1.05595e-08,4.77463e-06,0.00000e+00,5.50976e+03,1.29189e-17,5.13967e-01,4.86033e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59938e-09
5.47673e-03,1.34316e-10,9.00832e+00,8.83908e+00,4.33294e-09,4.31147e-16,1.05536e-08,4.77263e-06,0.00000e+00,5.50703e+03,1.29141e-17,5.40717e-01,4.59283e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59931e-09
5.47816e-03,1.34327e-10,9.00759e+00,8.83832e+00,4.33155e-09,4.31036e-16,1.05500e-08,4.77140e-06,0.00000e+00,5.50536e+03,1.29111e-17,5.12023e-01,4.87977e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59927e-09
5.48030e-03,1.34345e-10,9.00650e+00,8.83718e+00,4.32945e-09,4.30869e-16,1.05445e-08,4.76955e-06,0.00000e+00,5.50284e+03,1.29067e-17,5.25421e-01,4.74579e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59921e-09
5.48214e-03,1.34360e-10,9.00556e+00,8.83620e+00,4.32765e-09,4.30726e-16,1.05399e-08,4.76796e-06,0.00000e+00,5.50068e+03,1.29029e-17,5.21680e-01,4.78320e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59916e-09
5.48412e-03,1.34376e-10,9.00456e+00,8.83514e+00,4.32571e-09,4.30572e-16,1.05348e-08,4.76625e-06,0.00000e+00,5.49836e+03,1.28988e-17,5.26404e-01,4.73596e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59910e-09
5.48593e-03,1.34390e-10,9.00363e+00,8.83418e+00,4.32394e-09,4.30431e-16,1.05302e-08,4.76469e-06,0.00000e+00,5.49623e+03,1.28951e-17,5.20613e-01,4.79387e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59905e-09
5.48796e-03,1.34407e-10,9.00261e+00,8.83310e+00,4.32197e-09,4.30273e-16,1.05251e-08,4.76295e-06,0.00000e+00,5.49386e+03,1.28909e-17,5.27968e-01,4.72032e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59899e-09
5.48972e-03,1.34421e-10,9.00171e+00,8.83217e+00,4.32025e-09,4.30136e-16,1.05206e-08,4.76143e-06,0.00000e+00,5.49179e+03,1.28873e-17,5.19071e-01,4.80929e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59894e-09
5.49181e-03,1.34438e-10,9.00065e+00,8.83105e+00,4.31821e-09,4.29974e-16,1.05154e-08,4.75963e-06,0.00000e+00,5.48935e+03,1.28830e-17,5.30435e-01,4.69565e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59888e-09
5.49350e-03,1.34451e-10,8.99979e+00,8.83016e+00,4.31656e-09,4.29843e-16,1.05111e-08,4.75818e-06,0.00000e+00,5.48737e+03,1.28795e-17,5.16988e-01,4.83012e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59883e-09
5.49568e-03,1.34469e-10,8.99868e+00,8.82900e+00,4.31444e-09,4.29674e-16,1.05056e-08,4.75630e-06,0.00000e+00,5.48482e+03,1.28750e-17,5.34184e-01,4.65816e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59876e-09
5.49727e-03,1.34482e-10,8.99788e+00,8.82815e+00,4.31289e-09,4.29551e-16,1.05015e-08,4.75493e-06,0.00000e+00,5.48296e+03,1.28717e-17,5.14537e-01,4.85463e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59872e-09
5.49958e-03,1.34501e-10,8.99671e+00,8.82693e+00,4.31065e-09,4.29373e-16,1.04957e-08,4.75296e-06,0.00000e+00,5.48027e+03,1.28670e-17,5.39277e-01,4.60723e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59865e-09
5.50104e-03,1.34512e-10,8.99596e+00,8.82615e+00,4.30923e-09,4.29259e-16,1.04920e-08,4.75170e-06,0.00000e+00,5.47856e+03,1.28640e-17,5.12371e-01,4.87629e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59861e-09
5.50324e-03,1.34530e-10,8.99485e+00,8.82498e+00,4.30709e-09,4.29089e-16,1.04865e-08,4.74981e-06,0.00000e+00,5.47599e+03,1.28595e-17,5.28883e-01,4.71117e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59855e-09
5.50499e-03,1.34544e-10,8.99397e+00,8.82406e+00,4.30540e-09,4.28954e-16,1.04821e-08,4.74832e-06,0.00000e+00,5.47396e+03,1.28559e-17,5.18206e-01,4.81794e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59850e-09
5.50712e-03,1.34562e-10,8.99288e+00,8.82293e+00,4.30333e-09,4.28789e-16,1.04767e-08,4.74649e-06,0.00000e+00,5.47148e+03,1.28515e-17,5.31864e-01,4.68136e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59843e-09
5.50878e-03,1.34575e-10,8.99205e+00,8.82205e+00,4.30172e-09,4.28661e-16,1.04726e-08,4.74507e-06,0.00000e+00,5.46955e+03,1.28481e-17,5.15917e-01,4.84083e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59839e-09
5.51102e-03,1.34593e-10,8.99091e+00,8.82086e+00,4.29955e-09,4.28489e-16,1.04669e-08,4.74316e-06,0.00000e+00,5.46694e+03,1.28435e-17,5.36238e-01,4.63762e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59832e-09
5.51256e-03,1.34605e-10,8.99013e+00,8.82005e+00,4.29806e-09,4.28370e-16,1.04631e-08,4.74184e-06,0.00000e+00,5.46514e+03,1.28404e-17,5.13479e-01,4.86521e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59828e-09
5.51488e-03,1.34624e-10,8.98896e+00,8.81882e+00,4.29582e-09,4.28191e-16,1.04573e-08,4.73986e-06,0.00000e+00,5.46245e+03,1.28356e-17,5.37849e-01,4.62151e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59821e-09
5.51638e-03,1.34636e-10,8.98820e+00,8.81802e+00,4.29437e-09,4.28075e-16,1.04535e-08,4.73857e-06,0.00000e+00,5.46071e+03,1.28326e-17,5.12816e-01,4.87184e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59816e-09
5.51864e-03,1.34655e-10,8.98706e+00,8.81683e+00,4.29218e-09,4.27901e-16,1.04478e-08,4.73664e-06,0.00000e+00,5.45808e+03,1.28279e-17,5.32763e-01,4.67237e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59810e-09
5.52028e-03,1.34668e-10,8.98623e+00,8.81596e+00,4.29060e-09,4.27775e-16,1.04437e-08,4.73525e-06,0.00000e+00,5.45619e+03,1.28246e-17,5.15301e-01,4.84699e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59805e-09
5.52255e-03,1.34686e-10,8.98508e+00,8.81476e+00,4.28841e-09,4.27600e-16,1.04380e-08,4.73331e-06,0.00000e+00,5.45354e+03,1.28199e-17,5.37468e-01,4.62532e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59799e-09
5.52407e-03,1.34698e-10,8.98431e+00,8.81396e+00,4.28695e-09,4.27484e-16,1.04342e-08,4.73201e-06,0.00000e+00,5.45179e+03,1.28168e-17,5.12941e-01,4.87059e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59794e-09
5.52635e-03,1.34717e-10,8.98316e+00,8.81276e+00,4.28475e-09,4.27309e-16,1.04285e-08,4.73007e-06,0.00000e+00,5.44915e+03,1.28122e-17,5.33849e-01,4.66151e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59788e-09
5.52796e-03,1.34730e-10,8.98235e+00,8.81190e+00,4.28320e-09,4.27185e-16,1.04245e-08,4.72870e-06,0.00000e+00,5.44729e+03,1.28089e-17,5.14637e-01,4.85363e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59783e-09
5.53027e-03,1.34748e-10,8.98118e+00,8.81068e+00,4.28097e-09,4.27007e-16,1.04187e-08,4.72673e-06,0.00000e+00,5.44461e+03,1.28042e-17,5.38875e-01,4.61125e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59776e-09
5.53176e-03,1.34760e-10,8.98043e+00,8.80990e+00,4.27954e-09,4.26893e-16,1.04150e-08,4.72547e-06,0.00000e+00,5.44289e+03,1.28012e-17,5.12425e-01,4.87575e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59772e-09
5.53399e-03,1.34778e-10,8.97931e+00,8.80872e+00,4.27740e-09,4.26722e-16,1.04095e-08,4.72357e-06,0.00000e+00,5.44031e+03,1.27966e-17,5.29762e-01,4.70238e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59765e-09
5.53572e-03,1.34792e-10,8.97844e+00,8.80781e+00,4.27574e-09,4.26590e-16,1.04051e-08,4.72210e-06,0.00000e+00,5.43831e+03,1.27931e-17,5.17378e-01,4.82622e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.59760e-09
