t(s), a, T (MeV), Tnu (MeV), photons, baryons, rho_{{nu}_{vs}}, drho_{{nu}_{vs}}, phi (GeV^4), rho_vs(MeV^4), sigma_rad (MeV^4), Y(n), Y(p), Y(2H), Y(3H), Y(3He), Y(4He), Y(6Li), Y(7Li), Y(7Be), eta
1.27682e-02,1.84839e-10,6.72432e+00,6.42208e+00,1.34525e-09,1.65421e-16,2.94272e-09,1.83291e-06,0.00000e+00,1.66416e+03,5.13253e-18,5.21081e-01,4.78919e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39779e-09
1.27753e-02,1.84882e-10,6.72292e+00,6.42058e+00,1.34413e-09,1.65305e-16,2.93998e-09,1.83162e-06,0.00000e+00,1.66261e+03,5.12874e-18,5.05387e-01,4.94613e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39760e-09
1.27848e-02,1.84939e-10,6.72105e+00,6.41858e+00,1.34263e-09,1.65151e-16,2.93632e-09,1.82991e-06,0.00000e+00,1.66054e+03,5.12367e-18,5.25375e-01,4.74625e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39736e-09
1.27915e-02,1.84980e-10,6.71975e+00,6.41718e+00,1.34159e-09,1.65043e-16,2.93376e-09,1.82872e-06,0.00000e+00,1.65910e+03,5.12014e-18,5.02877e-01,4.97123e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39719e-09
1.28014e-02,1.85040e-10,6.71779e+00,6.41509e+00,1.34003e-09,1.64882e-16,2.92994e-09,1.82692e-06,0.00000e+00,1.65693e+03,5.11484e-18,5.29217e-01,4.70783e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39694e-09
1.28077e-02,1.85078e-10,6.71656e+00,6.41377e+00,1.33905e-09,1.64780e-16,2.92753e-09,1.82580e-06,0.00000e+00,1.65557e+03,5.11151e-18,5.01389e-01,4.98611e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39678e-09
1.28171e-02,1.85135e-10,6.71472e+00,6.41180e+00,1.33758e-09,1.64628e-16,2.92393e-09,1.82411e-06,0.00000e+00,1.65354e+03,5.10652e-18,5.17593e-01,4.82407e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39654e-09
1.28247e-02,1.85181e-10,6.71324e+00,6.41021e+00,1.33640e-09,1.64505e-16,2.92103e-09,1.82275e-06,0.00000e+00,1.65190e+03,5.10250e-18,5.08060e-01,4.91940e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39634e-09
1.28337e-02,1.85236e-10,6.71146e+00,6.40831e+00,1.33499e-09,1.64359e-16,2.91757e-09,1.82113e-06,0.00000e+00,1.64994e+03,5.09770e-18,5.20216e-01,4.79784e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39611e-09
1.28410e-02,1.85280e-10,6.71004e+00,6.40679e+00,1.33386e-09,1.64242e-16,2.91480e-09,1.81984e-06,0.00000e+00,1.64837e+03,5.09386e-18,5.05870e-01,4.94130e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39593e-09
1.28505e-02,1.85337e-10,6.70819e+00,6.40480e+00,1.33239e-09,1.64090e-16,2.91119e-09,1.81814e-06,0.00000e+00,1.64633e+03,5.08885e-18,5.24174e-01,4.75826e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39569e-09
1.28573e-02,1.85378e-10,6.70686e+00,6.40338e+00,1.33133e-09,1.63980e-16,2.90860e-09,1.81693e-06,0.00000e+00,1.64486e+03,5.08525e-18,5.03352e-01,4.96648e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39551e-09
1.28673e-02,1.85439e-10,6.70490e+00,6.40128e+00,1.32978e-09,1.63819e-16,2.90480e-09,1.81514e-06,0.00000e+00,1.64271e+03,5.07997e-18,5.29441e-01,4.70559e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39526e-09
1.28736e-02,1.85477e-10,6.70368e+00,6.39997e+00,1.32880e-09,1.63718e-16,2.90241e-09,1.81402e-06,0.00000e+00,1.64136e+03,5.07666e-18,5.01219e-01,4.98781e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39510e-09
1.28831e-02,1.85534e-10,6.70184e+00,6.39800e+00,1.32734e-09,1.63567e-16,2.89884e-09,1.81235e-06,0.00000e+00,1.63934e+03,5.07169e-18,5.16744e-01,4.83256e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39485e-09
1.28908e-02,1.85581e-10,6.70033e+00,6.39638e+00,1.32615e-09,1.63443e-16,2.89591e-09,1.81097e-06,0.00000e+00,1.63768e+03,5.06761e-18,5.08696e-01,4.91304e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39466e-09
1.28999e-02,1.85636e-10,6.69857e+00,6.39450e+00,1.32476e-09,1.63299e-16,2.89251e-09,1.80937e-06,0.00000e+00,1.63575e+03,5.06289e-18,5.18935e-01,4.81065e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39443e-09
1.29073e-02,1.85681e-10,6.69712e+00,6.39295e+00,1.32361e-09,1.63180e-16,2.88969e-09,1.80805e-06,0.00000e+00,1.63416e+03,5.05897e-18,5.06721e-01,4.93279e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39424e-09
1.29167e-02,1.85738e-10,6.69530e+00,6.39099e+00,1.32217e-09,1.63030e-16,2.88616e-09,1.80639e-06,0.00000e+00,1.63216e+03,5.05405e-18,5.22321e-01,4.77679e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39400e-09
1.29238e-02,1.85780e-10,6.69392e+00,6.38952e+00,1.32108e-09,1.62918e-16,2.88350e-09,1.80514e-06,0.00000e+00,1.63065e+03,5.05034e-18,5.04278e-01,4.95722e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39382e-09
1.29337e-02,1.85840e-10,6.69200e+00,6.38746e+00,1.31957e-09,1.62760e-16,2.87979e-09,1.80340e-06,0.00000e+00,1.62855e+03,5.04518e-18,5.27131e-01,4.72869e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39357e-09
1.29403e-02,1.85880e-10,6.69073e+00,6.38610e+00,1.31856e-09,1.62656e-16,2.87733e-09,1.80224e-06,0.00000e+00,1.62715e+03,5.04174e-18,5.01876e-01,4.98124e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39340e-09
1.29502e-02,1.85939e-10,6.68882e+00,6.38405e+00,1.31706e-09,1.62500e-16,2.87365e-09,1.80050e-06,0.00000e+00,1.62506e+03,5.03660e-18,5.22803e-01,4.77197e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39315e-09
1.29573e-02,1.85982e-10,6.68745e+00,6.38259e+00,1.31598e-09,1.62388e-16,2.87101e-09,1.79926e-06,0.00000e+00,1.62357e+03,5.03293e-18,5.03924e-01,4.96076e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39297e-09
1.29673e-02,1.86042e-10,6.68552e+00,6.38052e+00,1.31446e-09,1.62230e-16,2.86729e-09,1.79751e-06,0.00000e+00,1.62146e+03,5.02773e-18,5.27771e-01,4.72229e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39271e-09
1.29738e-02,1.86082e-10,6.68425e+00,6.37916e+00,1.31347e-09,1.62127e-16,2.86485e-09,1.79636e-06,0.00000e+00,1.62008e+03,5.02433e-18,5.01587e-01,4.98413e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39255e-09
1.29836e-02,1.86141e-10,6.68236e+00,6.37713e+00,1.31198e-09,1.61972e-16,2.86121e-09,1.79465e-06,0.00000e+00,1.61801e+03,5.01924e-18,5.20783e-01,4.79217e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39230e-09
1.29910e-02,1.86185e-10,6.68095e+00,6.37562e+00,1.31087e-09,1.61857e-16,2.85850e-09,1.79337e-06,0.00000e+00,1.61647e+03,5.01545e-18,5.05151e-01,4.94849e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39211e-09
1.30008e-02,1.86244e-10,6.67906e+00,6.37360e+00,1.30939e-09,1.61703e-16,2.85487e-09,1.79166e-06,0.00000e+00,1.61442e+03,5.01038e-18,5.25061e-01,4.74939e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39186e-09
1.30076e-02,1.86286e-10,6.67774e+00,6.37219e+00,1.30836e-09,1.61595e-16,2.85234e-09,1.79047e-06,0.00000e+00,1.61298e+03,5.00684e-18,5.02638e-01,4.97362e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39169e-09
1.30179e-02,1.86348e-10,6.67576e+00,6.37007e+00,1.30681e-09,1.61434e-16,2.84855e-09,1.78868e-06,0.00000e+00,1.61083e+03,5.00154e-18,5.29167e-01,4.70833e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39143e-09
1.30244e-02,1.86386e-10,6.67452e+00,6.36874e+00,1.30584e-09,1.61333e-16,2.84618e-09,1.78756e-06,0.00000e+00,1.60948e+03,4.99822e-18,5.01061e-01,4.98939e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39126e-09
1.30340e-02,1.86445e-10,6.67267e+00,6.36675e+00,1.30439e-09,1.61182e-16,2.84261e-09,1.78612e-06,0.00000e+00,1.60747e+03,4.99324e-18,5.16808e-01,4.83192e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39102e-09
1.30419e-02,1.86492e-10,6.67115e+00,6.36513e+00,1.30320e-09,1.61059e-16,2.83972e-09,1.78476e-06,0.00000e+00,1.60582e+03,4.98919e-18,5.08279e-01,4.91721e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39082e-09
1.30512e-02,1.86548e-10,6.66938e+00,6.36323e+00,1.30182e-09,1.60915e-16,2.83633e-09,1.78317e-06,0.00000e+00,1.60390e+03,4.98444e-18,5.19139e-01,4.80861e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39058e-09
1.30588e-02,1.86594e-10,6.66792e+00,6.36167e+00,1.30068e-09,1.60796e-16,2.83355e-09,1.78186e-06,0.00000e+00,1.60232e+03,4.98054e-18,5.06228e-01,4.93772e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39039e-09
1.30684e-02,1.86652e-10,6.66608e+00,6.35969e+00,1.29924e-09,1.60646e-16,2.83002e-09,1.78020e-06,0.00000e+00,1.60032e+03,4.97559e-18,5.22715e-01,4.77285e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.39014e-09
1.30756e-02,1.86695e-10,6.66470e+00,6.35822e+00,1.29817e-09,1.60535e-16,2.82741e-09,1.77897e-06,0.00000e+00,1.59883e+03,4.97192e-18,5.03748e-01,4.96252e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38996e-09
1.30858e-02,1.86756e-10,6.66276e+00,6.35613e+00,1.29665e-09,1.60377e-16,2.82370e-09,1.77722e-06,0.00000e+00,1.59673e+03,4.96672e-18,5.27698e-01,4.72302e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38970e-09
1.30925e-02,1.86796e-10,6.66149e+00,6.35477e+00,1.29567e-09,1.60274e-16,2.82128e-09,1.77608e-06,0.00000e+00,1.59535e+03,4.96332e-18,5.01418e-01,4.98582e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38954e-09
1.31024e-02,1.86856e-10,6.65959e+00,6.35274e+00,1.29419e-09,1.60120e-16,2.81766e-09,1.77438e-06,0.00000e+00,1.59330e+03,4.95824e-18,5.20453e-01,4.79547e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38928e-09
1.31099e-02,1.86901e-10,6.65816e+00,6.35121e+00,1.29308e-09,1.60004e-16,2.81495e-09,1.77310e-06,0.00000e+00,1.59176e+03,4.95444e-18,5.05138e-01,4.94862e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38909e-09
1.31199e-02,1.86961e-10,6.65627e+00,6.34918e+00,1.29161e-09,1.59851e-16,2.81136e-09,1.77141e-06,0.00000e+00,1.58972e+03,4.94938e-18,5.24654e-01,4.75346e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38884e-09
1.31269e-02,1.87003e-10,6.65493e+00,6.34775e+00,1.29058e-09,1.59743e-16,2.80883e-09,1.77022e-06,0.00000e+00,1.58828e+03,4.94583e-18,5.02619e-01,4.97381e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38866e-09
1.31374e-02,1.87066e-10,6.65294e+00,6.34562e+00,1.28903e-09,1.59582e-16,2.80505e-09,1.76843e-06,0.00000e+00,1.58613e+03,4.94050e-18,5.29970e-01,4.70030e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38840e-09
1.31438e-02,1.87105e-10,6.65171e+00,6.34430e+00,1.28808e-09,1.59482e-16,2.80272e-09,1.76734e-06,0.00000e+00,1.58481e+03,4.93723e-18,5.00660e-01,4.99340e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38824e-09
1.31535e-02,1.87163e-10,6.64987e+00,6.34233e+00,1.28665e-09,1.59334e-16,2.79924e-09,1.76569e-06,0.00000e+00,1.58283e+03,4.93232e-18,5.14353e-01,4.85647e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38799e-09
1.31619e-02,1.87213e-10,6.64828e+00,6.34063e+00,1.28542e-09,1.59205e-16,2.79624e-09,1.76428e-06,0.00000e+00,1.58112e+03,4.92810e-18,5.10500e-01,4.89500e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38778e-09
1.31709e-02,1.87267e-10,6.64658e+00,6.33880e+00,1.28411e-09,1.59068e-16,2.79302e-09,1.76276e-06,0.00000e+00,1.57929e+03,4.92356e-18,5.15346e-01,4.84654e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38755e-09
1.31791e-02,1.87316e-10,6.64502e+00,6.33713e+00,1.28290e-09,1.58942e-16,2.79008e-09,1.76137e-06,0.00000e+00,1.57762e+03,4.91941e-18,5.09394e-01,4.90606e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38734e-09
1.31883e-02,1.87371e-10,6.64328e+00,6.33527e+00,1.28156e-09,1.58802e-16,2.78679e-09,1.75982e-06,0.00000e+00,1.57575e+03,4.91478e-18,5.16931e-01,4.83069e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38711e-09
1.31964e-02,1.87420e-10,6.64176e+00,6.33364e+00,1.28039e-09,1.58680e-16,2.78393e-09,1.75847e-06,0.00000e+00,1.57412e+03,4.91075e-18,5.07808e-01,4.92192e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38691e-09
1.32059e-02,1.87476e-10,6.63997e+00,6.33172e+00,1.27900e-09,1.58535e-16,2.78055e-09,1.75687e-06,0.00000e+00,1.57220e+03,4.90597e-18,5.19434e-01,4.80566e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38667e-09
1.32136e-02,1.87523e-10,6.63851e+00,6.33016e+00,1.27788e-09,1.58418e-16,2.77781e-09,1.75558e-06,0.00000e+00,1.57064e+03,4.90210e-18,5.05671e-01,4.94329e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38647e-09
1.32235e-02,1.87582e-10,6.63664e+00,6.32815e+00,1.27644e-09,1.58267e-16,2.77429e-09,1.75391e-06,0.00000e+00,1.56863e+03,4.89712e-18,5.23238e-01,4.76762e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38622e-09
1.32308e-02,1.87626e-10,6.63527e+00,6.32668e+00,1.27539e-09,1.58157e-16,2.77172e-09,1.75270e-06,0.00000e+00,1.56717e+03,4.89349e-18,5.03161e-01,4.96839e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38604e-09
1.32413e-02,1.87689e-10,6.63329e+00,6.32456e+00,1.27387e-09,1.57998e-16,2.76800e-09,1.75094e-06,0.00000e+00,1.56506e+03,4.88824e-18,5.28402e-01,4.71598e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38577e-09
1.32480e-02,1.87729e-10,6.63203e+00,6.32321e+00,1.27290e-09,1.57897e-16,2.76564e-09,1.74982e-06,0.00000e+00,1.56371e+03,4.88489e-18,5.00939e-01,4.99061e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38560e-09
1.32581e-02,1.87789e-10,6.63014e+00,6.32119e+00,1.27145e-09,1.57745e-16,2.76209e-09,1.74814e-06,0.00000e+00,1.56169e+03,4.87988e-18,5.17853e-01,4.82147e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38535e-09
1.32660e-02,1.87837e-10,6.62864e+00,6.31958e+00,1.27030e-09,1.57625e-16,2.75929e-09,1.74682e-06,0.00000e+00,1.56010e+03,4.87591e-18,5.06833e-01,4.93167e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38515e-09
1.32758e-02,1.87895e-10,6.62681e+00,6.31762e+00,1.26890e-09,1.57478e-16,2.75586e-09,1.74519e-06,0.00000e+00,1.55814e+03,4.87105e-18,5.20901e-01,4.79099e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38490e-09
1.32834e-02,1.87940e-10,6.62539e+00,6.31609e+00,1.26781e-09,1.57364e-16,2.75320e-09,1.74394e-06,0.00000e+00,1.55663e+03,4.86729e-18,5.04480e-01,4.95520e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38471e-09
1.32937e-02,1.88002e-10,6.62346e+00,6.31403e+00,1.26634e-09,1.57210e-16,2.74961e-09,1.74223e-06,0.00000e+00,1.55458e+03,4.86219e-18,5.25364e-01,4.74636e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38445e-09
1.33008e-02,1.88044e-10,6.62214e+00,6.31261e+00,1.26532e-09,1.57104e-16,2.74713e-09,1.74106e-06,0.00000e+00,1.55317e+03,4.85868e-18,5.01987e-01,4.98013e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38427e-09
1.33114e-02,1.88107e-10,6.62015e+00,6.31048e+00,1.26381e-09,1.56945e-16,2.74343e-09,1.73931e-06,0.00000e+00,1.55106e+03,4.85343e-18,5.26627e-01,4.73373e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38401e-09
1.33183e-02,1.88149e-10,6.61886e+00,6.30909e+00,1.26282e-09,1.56841e-16,2.74101e-09,1.73816e-06,0.00000e+00,1.54968e+03,4.85000e-18,5.01438e-01,4.98562e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38383e-09
1.33288e-02,1.88211e-10,6.61691e+00,6.30701e+00,1.26133e-09,1.56686e-16,2.73739e-09,1.73644e-06,0.00000e+00,1.54762e+03,4.84485e-18,5.22546e-01,4.77454e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38357e-09
1.33362e-02,1.88255e-10,6.61552e+00,6.30552e+00,1.26028e-09,1.56575e-16,2.73481e-09,1.73522e-06,0.00000e+00,1.54615e+03,4.84119e-18,5.03353e-01,4.96647e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38338e-09
1.33468e-02,1.88319e-10,6.61355e+00,6.30340e+00,1.25877e-09,1.56417e-16,2.73114e-09,1.73348e-06,0.00000e+00,1.54405e+03,4.83598e-18,5.27568e-01,4.72432e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38312e-09
1.33537e-02,1.88360e-10,6.61227e+00,6.30203e+00,1.25780e-09,1.56315e-16,2.72876e-09,1.73235e-06,0.00000e+00,1.54270e+03,4.83259e-18,5.01041e-01,4.98959e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38294e-09
1.33640e-02,1.88421e-10,6.61035e+00,6.29997e+00,1.25634e-09,1.56162e-16,2.72520e-09,1.73066e-06,0.00000e+00,1.54066e+03,4.82753e-18,5.19661e-01,4.80339e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38268e-09
1.33718e-02,1.88468e-10,6.60889e+00,6.29841e+00,1.25523e-09,1.56046e-16,2.72250e-09,1.72938e-06,0.00000e+00,1.53913e+03,4.82369e-18,5.05172e-01,4.94828e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38249e-09
1.33821e-02,1.88529e-10,6.60699e+00,6.29638e+00,1.25379e-09,1.55894e-16,2.71898e-09,1.72771e-06,0.00000e+00,1.53712e+03,4.81867e-18,5.23653e-01,4.76347e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38223e-09
1.33894e-02,1.88573e-10,6.60563e+00,6.29491e+00,1.25275e-09,1.55786e-16,2.71645e-09,1.72651e-06,0.00000e+00,1.53568e+03,4.81508e-18,5.02649e-01,4.97351e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38205e-09
1.34002e-02,1.88637e-10,6.60362e+00,6.29276e+00,1.25123e-09,1.55626e-16,2.71274e-09,1.72475e-06,0.00000e+00,1.53356e+03,4.80979e-18,5.28942e-01,4.71058e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38177e-09
1.34070e-02,1.88678e-10,6.60236e+00,6.29142e+00,1.25028e-09,1.55526e-16,2.71042e-09,1.72364e-06,0.00000e+00,1.53223e+03,4.80648e-18,5.00532e-01,4.99468e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38160e-09
1.34172e-02,1.88738e-10,6.60048e+00,6.28940e+00,1.24885e-09,1.55376e-16,2.70694e-09,1.72199e-06,0.00000e+00,1.53025e+03,4.80152e-18,5.15805e-01,4.84195e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38135e-09
1.34256e-02,1.88788e-10,6.59892e+00,6.28773e+00,1.24767e-09,1.55253e-16,2.70407e-09,1.72062e-06,0.00000e+00,1.52861e+03,4.79743e-18,5.08345e-01,4.91655e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38114e-09
1.34353e-02,1.88846e-10,6.59714e+00,6.28581e+00,1.24632e-09,1.55111e-16,2.70077e-09,1.71906e-06,0.00000e+00,1.52673e+03,4.79273e-18,5.17824e-01,4.82176e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38089e-09
1.34434e-02,1.88894e-10,6.59563e+00,6.28420e+00,1.24519e-09,1.54991e-16,2.69800e-09,1.71774e-06,0.00000e+00,1.52515e+03,4.78878e-18,5.06468e-01,4.93532e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38069e-09
1.34535e-02,1.88954e-10,6.59378e+00,6.28221e+00,1.24379e-09,1.54844e-16,2.69459e-09,1.71612e-06,0.00000e+00,1.52320e+03,4.78390e-18,5.20966e-01,4.79034e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38044e-09
1.34612e-02,1.89000e-10,6.59235e+00,6.28068e+00,1.24271e-09,1.54731e-16,2.69197e-09,1.71487e-06,0.00000e+00,1.52170e+03,4.78015e-18,5.04085e-01,4.95915e-01,2.55276e-11,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,2.38024e-09
