t(s), a, T (MeV), Tnu (MeV), photons, baryons, rho_{nu}, drho_{nu}, phi (GeV^4), rho_vs(GeV^4), sigma_rad (GeV^4), Y(n), Y(p), Y(2H), Y(3H), Y(3He), Y(4He), Y(6Li), Y(7Li), Y(7Be), eta
3.64592e+02,4.23127e-09,6.00010e-02,4.31999e-02,8.52793e-18,1.49959e-23,6.10770e-18,5.65529e-13,0.00000e+00,0.00000e+00,0.00000e+00,9.39311e-04,7.60887e-01,9.32317e-04,1.53220e-05,8.25634e-06,5.90595e-02,5.12115e-13,9.65493e-10,9.08091e-13,3.05957e-10
3.70709e+02,4.26688e-09,5.95180e-02,4.28378e-02,8.25660e-18,1.46220e-23,5.90551e-18,5.51429e-13,0.00000e+00,0.00000e+00,0.00000e+00,7.33135e-04,7.60691e-01,8.39251e-04,1.37461e-05,8.48872e-06,5.92076e-02,4.69732e-13,8.94542e-10,1.15395e-12,3.05652e-10
3.75946e+02,4.29715e-09,5.91132e-02,4.25350e-02,8.03428e-18,1.43141e-23,5.74028e-18,5.39817e-13,0.00000e+00,0.00000e+00,0.00000e+00,5.96829e-04,7.60562e-01,7.69190e-04,1.25597e-05,8.68034e-06,5.93098e-02,4.35666e-13,8.37730e-10,1.40392e-12,3.05404e-10
3.81543e+02,4.32927e-09,5.86892e-02,4.22183e-02,7.80624e-18,1.39968e-23,5.57123e-18,5.27849e-13,0.00000e+00,0.00000e+00,0.00000e+00,4.82409e-04,7.60453e-01,7.02803e-04,1.14362e-05,8.87794e-06,5.93995e-02,4.01771e-13,7.81077e-10,1.71930e-12,3.05153e-10
3.88179e+02,4.36701e-09,5.81977e-02,4.18519e-02,7.54800e-18,1.36354e-23,5.38029e-18,5.14222e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.77844e-04,7.60354e-01,6.34154e-04,1.02707e-05,9.10813e-06,5.94855e-02,3.65257e-13,7.19605e-10,2.16633e-12,3.04871e-10
3.95145e+02,4.40627e-09,5.76944e-02,4.14773e-02,7.29024e-18,1.32726e-23,5.19024e-18,5.00538e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.95203e-04,7.60275e-01,5.72136e-04,9.21491e-06,9.34454e-06,5.95574e-02,3.31119e-13,6.61427e-10,2.72830e-12,3.04593e-10
4.02422e+02,4.44692e-09,5.71817e-02,4.10964e-02,7.03454e-18,1.29103e-23,5.00223e-18,4.86877e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.30756e-04,7.60214e-01,5.16482e-04,8.26855e-06,9.58102e-06,5.96171e-02,2.99640e-13,6.06978e-10,3.42565e-12,3.04321e-10
4.10070e+02,4.48923e-09,5.66568e-02,4.07073e-02,6.77979e-18,1.25470e-23,4.81544e-18,4.73177e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.80453e-04,7.60167e-01,4.66437e-04,7.41875e-06,9.81347e-06,5.96671e-02,2.70740e-13,5.56176e-10,4.28583e-12,3.04054e-10
4.18147e+02,4.53347e-09,5.61173e-02,4.03081e-02,6.52523e-18,1.21815e-23,4.62930e-18,4.59392e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.41178e-04,7.60129e-01,4.21427e-04,6.65517e-06,1.00391e-05,5.97091e-02,2.44336e-13,5.08968e-10,5.33941e-12,3.03791e-10
4.26666e+02,4.57966e-09,5.55642e-02,3.98995e-02,6.27174e-18,1.18148e-23,4.44445e-18,4.45564e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.09265e-04,7.60099e-01,3.86849e-04,5.41459e-06,9.48390e-06,5.97432e-02,2.22523e-13,4.47966e-10,6.29352e-12,3.03534e-10
4.33600e+02,4.61695e-09,5.51254e-02,3.95759e-02,6.07595e-18,1.15297e-23,4.30201e-18,4.34811e-13,0.00000e+00,0.00000e+00,0.00000e+00,8.88481e-05,7.60080e-01,3.66350e-04,4.61331e-06,9.20367e-06,5.97642e-02,2.09476e-13,3.90032e-10,7.12318e-12,3.03339e-10
4.40758e+02,4.65513e-09,5.46828e-02,3.92500e-02,5.88316e-18,1.12472e-23,4.16204e-18,4.24157e-13,0.00000e+00,0.00000e+00,0.00000e+00,7.29658e-05,7.60065e-01,3.46128e-04,4.18677e-06,9.38870e-06,5.97823e-02,1.97155e-13,3.46418e-10,8.36571e-12,3.03150e-10
4.49705e+02,4.70237e-09,5.41438e-02,3.88538e-02,5.65463e-18,1.09100e-23,3.99649e-18,4.11439e-13,0.00000e+00,0.00000e+00,0.00000e+00,5.84286e-05,7.60051e-01,3.22152e-04,3.85432e-06,9.81168e-06,5.98013e-02,1.82751e-13,3.12821e-10,1.02990e-11,3.02929e-10
4.58822e+02,4.75002e-09,5.36102e-02,3.84620e-02,5.43497e-18,1.05833e-23,3.83774e-18,3.99120e-13,0.00000e+00,0.00000e+00,0.00000e+00,4.77096e-05,7.60041e-01,2.99767e-04,3.57008e-06,1.01815e-05,5.98177e-02,1.69291e-13,2.91049e-10,1.24318e-11,3.02722e-10
4.68113e+02,4.79809e-09,5.30818e-02,3.80748e-02,5.22385e-18,1.02668e-23,3.68550e-18,3.87185e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.96323e-05,7.60033e-01,2.79313e-04,3.30991e-06,1.04547e-05,5.98318e-02,1.56959e-13,2.73983e-10,1.46601e-11,3.02527e-10
4.77582e+02,4.84658e-09,5.25586e-02,3.76919e-02,5.02094e-18,9.96022e-24,3.53948e-18,3.75622e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.33803e-05,7.60027e-01,2.60872e-04,3.07538e-06,1.06469e-05,5.98441e-02,1.45823e-13,2.58675e-10,1.69197e-11,3.02344e-10
4.87232e+02,4.89550e-09,5.20406e-02,3.73134e-02,4.82591e-18,9.66313e-24,3.39942e-18,3.64418e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.84352e-05,7.60023e-01,2.44341e-04,2.86632e-06,1.07826e-05,5.98548e-02,1.35836e-13,2.44506e-10,1.91840e-11,3.02172e-10
4.97066e+02,4.94486e-09,5.15278e-02,3.69391e-02,4.63846e-18,9.37523e-24,3.26505e-18,3.53561e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.44590e-05,7.60019e-01,2.29533e-04,2.68012e-06,1.08809e-05,5.98642e-02,1.26896e-13,2.31480e-10,2.14448e-11,3.02011e-10
5.07090e+02,4.99466e-09,5.10199e-02,3.65689e-02,4.45829e-18,9.09622e-24,3.13614e-18,3.43039e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.12199e-05,7.60016e-01,2.16251e-04,2.51401e-06,1.09548e-05,5.98725e-02,1.18886e-13,2.19614e-10,2.36975e-11,3.01860e-10
5.17306e+02,5.04491e-09,5.05171e-02,3.62029e-02,4.28513e-18,8.82579e-24,3.01245e-18,3.32840e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.85524e-05,7.60014e-01,2.04305e-04,2.36555e-06,1.10126e-05,5.98798e-02,1.11693e-13,2.08853e-10,2.59361e-11,3.01718e-10
5.27719e+02,5.09561e-09,5.00193e-02,3.58409e-02,4.11869e-18,8.56367e-24,2.89375e-18,3.22955e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.63344e-05,7.60012e-01,1.93527e-04,2.23260e-06,1.10596e-05,5.98863e-02,1.05216e-13,1.99102e-10,2.81534e-11,3.01586e-10
5.38333e+02,5.14677e-09,4.95264e-02,3.54828e-02,3.95872e-18,8.30957e-24,2.77984e-18,3.13373e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.44744e-05,7.60010e-01,1.83772e-04,2.11324e-06,1.10993e-05,5.98921e-02,9.93655e-14,1.90263e-10,3.03410e-11,3.01463e-10
5.49151e+02,5.19840e-09,4.90383e-02,3.51287e-02,3.80496e-18,8.06324e-24,2.67051e-18,3.04083e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.29021e-05,7.60009e-01,1.74912e-04,2.00577e-06,1.11341e-05,5.98973e-02,9.40646e-14,1.82240e-10,3.24910e-11,3.01348e-10
5.60180e+02,5.25050e-09,4.85551e-02,3.47784e-02,3.65718e-18,7.82442e-24,2.56557e-18,2.95076e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.15635e-05,7.60007e-01,1.66840e-04,1.90872e-06,1.11658e-05,5.99020e-02,8.92466e-14,1.74945e-10,3.45958e-11,3.01240e-10
5.71422e+02,5.30307e-09,4.80766e-02,3.44319e-02,3.51514e-18,7.59285e-24,2.46484e-18,2.86344e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.04159e-05,7.60006e-01,1.59462e-04,1.82082e-06,1.11957e-05,5.99063e-02,8.48541e-14,1.68299e-10,3.66488e-11,3.01140e-10
5.82882e+02,5.35614e-09,4.76028e-02,3.40890e-02,3.37862e-18,7.36832e-24,2.36813e-18,2.77876e-13,0.00000e+00,0.00000e+00,0.00000e+00,9.42597e-06,7.60006e-01,1.52698e-04,1.74097e-06,1.12246e-05,5.99102e-02,8.08377e-14,1.62233e-10,3.86443e-11,3.01047e-10
5.94565e+02,5.40969e-09,4.71338e-02,3.37499e-02,3.24741e-18,7.15058e-24,2.27529e-18,2.69664e-13,0.00000e+00,0.00000e+00,0.00000e+00,8.38807e-06,7.60005e-01,1.47198e-04,1.56894e-06,1.10571e-05,5.99136e-02,7.73597e-14,1.54434e-10,4.05821e-11,3.00961e-10
6.06476e+02,5.46375e-09,4.66693e-02,3.34144e-02,3.12129e-18,6.93942e-24,2.18614e-18,2.61701e-13,0.00000e+00,0.00000e+00,0.00000e+00,7.33283e-06,7.60004e-01,1.42822e-04,1.38309e-06,1.07678e-05,5.99166e-02,7.44808e-14,1.43007e-10,4.25072e-11,3.00880e-10
6.18619e+02,5.51830e-09,4.62094e-02,3.30824e-02,3.00007e-18,6.73463e-24,2.10055e-18,2.53978e-13,0.00000e+00,0.00000e+00,0.00000e+00,6.47380e-06,7.60004e-01,1.38692e-04,1.26802e-06,1.05716e-05,5.99193e-02,7.18610e-14,1.32153e-10,4.44398e-11,3.00806e-10
6.30999e+02,5.57337e-09,4.57541e-02,3.27539e-02,2.88356e-18,6.53600e-24,2.01835e-18,2.46487e-13,0.00000e+00,0.00000e+00,0.00000e+00,5.79520e-06,7.60003e-01,1.34763e-04,1.19410e-06,1.04505e-05,5.99217e-02,6.94299e-14,1.23091e-10,4.63612e-11,3.00737e-10
6.43621e+02,5.62896e-09,4.53033e-02,3.24288e-02,2.77157e-18,6.34334e-24,1.93942e-18,2.39222e-13,0.00000e+00,0.00000e+00,0.00000e+00,5.25770e-06,7.60003e-01,1.31023e-04,1.13897e-06,1.03792e-05,5.99239e-02,6.71476e-14,1.16079e-10,4.82267e-11,3.00673e-10
6.56490e+02,5.68507e-09,4.48569e-02,3.21072e-02,2.66394e-18,6.15647e-24,1.86362e-18,2.32174e-13,0.00000e+00,0.00000e+00,0.00000e+00,4.82354e-06,7.60002e-01,1.27470e-04,1.09388e-06,1.03406e-05,5.99259e-02,6.49982e-14,1.10745e-10,4.99963e-11,3.00614e-10
6.69611e+02,5.74170e-09,4.44149e-02,3.17889e-02,2.56049e-18,5.97518e-24,1.79081e-18,2.25338e-13,0.00000e+00,0.00000e+00,0.00000e+00,4.46366e-06,7.60002e-01,1.24099e-04,1.05573e-06,1.03238e-05,5.99278e-02,6.29731e-14,1.06613e-10,5.16454e-11,3.00560e-10
6.82990e+02,5.79888e-09,4.39773e-02,3.14739e-02,2.46105e-18,5.79932e-24,1.72088e-18,2.18706e-13,0.00000e+00,0.00000e+00,0.00000e+00,4.15796e-06,7.60002e-01,1.20905e-04,1.02287e-06,1.03218e-05,5.99295e-02,6.10645e-14,1.03316e-10,5.31634e-11,3.00509e-10
6.96632e+02,5.85660e-09,4.35439e-02,3.11622e-02,2.36548e-18,5.62872e-24,1.65371e-18,2.12272e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.89298e-06,7.60002e-01,1.17879e-04,9.94122e-07,1.03302e-05,5.99311e-02,5.92648e-14,1.00611e-10,5.45489e-11,3.00463e-10
7.10542e+02,5.91487e-09,4.31149e-02,3.08537e-02,2.27362e-18,5.46320e-24,1.58919e-18,2.06029e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.65961e-06,7.60002e-01,1.15011e-04,9.68561e-07,1.03464e-05,5.99327e-02,5.75660e-14,9.83347e-11,5.58061e-11,3.00420e-10
7.24726e+02,5.97369e-09,4.26901e-02,3.05484e-02,2.18533e-18,5.30260e-24,1.52722e-18,1.99973e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.45145e-06,7.60001e-01,1.12292e-04,9.45529e-07,1.03685e-05,5.99341e-02,5.59609e-14,9.63800e-11,5.69418e-11,3.00381e-10
7.39189e+02,6.03308e-09,4.22695e-02,3.02462e-02,2.10047e-18,5.14679e-24,1.46767e-18,1.94097e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.26393e-06,7.60001e-01,1.09711e-04,9.24552e-07,1.03951e-05,5.99355e-02,5.44425e-14,9.46712e-11,5.79638e-11,3.00345e-10
7.53938e+02,6.09304e-09,4.18530e-02,2.99471e-02,2.01890e-18,4.99561e-24,1.41048e-18,1.88396e-13,0.00000e+00,0.00000e+00,0.00000e+00,3.09366e-06,7.60001e-01,1.07260e-04,9.05288e-07,1.04256e-05,5.99368e-02,5.30046e-14,9.31553e-11,5.88803e-11,3.00312e-10
7.68978e+02,6.15358e-09,4.14406e-02,2.96510e-02,1.94050e-18,4.84891e-24,1.35552e-18,1.82863e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.93806e-06,7.60001e-01,1.04930e-04,8.87488e-07,1.04592e-05,5.99380e-02,5.16414e-14,9.17946e-11,5.96991e-11,3.00282e-10
7.84315e+02,6.21470e-09,4.10323e-02,2.93580e-02,1.86515e-18,4.70656e-24,1.30272e-18,1.77495e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.79514e-06,7.60001e-01,1.02713e-04,8.70960e-07,1.04956e-05,5.99392e-02,5.03477e-14,9.05619e-11,6.04276e-11,3.00254e-10
7.99955e+02,6.27641e-09,4.06281e-02,2.90679e-02,1.79272e-18,4.56843e-24,1.25200e-18,1.72286e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.62901e-06,7.60001e-01,1.00746e-04,8.32567e-07,1.04892e-05,5.99402e-02,4.91538e-14,8.90766e-11,6.10935e-11,3.00229e-10
8.15906e+02,6.33871e-09,4.02278e-02,2.87808e-02,1.72311e-18,4.43438e-24,1.20326e-18,1.67231e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.44519e-06,7.60001e-01,9.90135e-05,7.84952e-07,1.04481e-05,5.99412e-02,4.80736e-14,8.68339e-11,6.17508e-11,3.00206e-10
8.32172e+02,6.40162e-09,3.98315e-02,2.84966e-02,1.65620e-18,4.30430e-24,1.15643e-18,1.62325e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.28430e-06,7.60001e-01,9.73509e-05,7.51066e-07,1.04215e-05,5.99422e-02,4.70545e-14,8.44022e-11,6.23898e-11,3.00185e-10
8.48760e+02,6.46514e-09,3.94390e-02,2.82152e-02,1.59189e-18,4.17806e-24,1.11143e-18,1.57564e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.14676e-06,7.60001e-01,9.57506e-05,7.26982e-07,1.04081e-05,5.99431e-02,4.60866e-14,8.20321e-11,6.30050e-11,3.00166e-10
8.65678e+02,6.52928e-09,3.90505e-02,2.79367e-02,1.53008e-18,4.05555e-24,1.06819e-18,1.52944e-13,0.00000e+00,0.00000e+00,0.00000e+00,2.02944e-06,7.60001e-01,9.42089e-05,7.08558e-07,1.04054e-05,5.99439e-02,4.51624e-14,7.99097e-11,6.35798e-11,3.00148e-10
8.82931e+02,6.59404e-09,3.86657e-02,2.76610e-02,1.47066e-18,3.93665e-24,1.02664e-18,1.48460e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.92850e-06,7.60001e-01,9.27237e-05,6.93573e-07,1.04112e-05,5.99447e-02,4.42777e-14,7.80901e-11,6.41013e-11,3.00132e-10
9.00527e+02,6.65944e-09,3.82848e-02,2.73880e-02,1.41356e-18,3.82126e-24,9.86710e-19,1.44108e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.84036e-06,7.60001e-01,9.12930e-05,6.80919e-07,1.04239e-05,5.99454e-02,4.34298e-14,7.65588e-11,6.45613e-11,3.00118e-10
9.18473e+02,6.72547e-09,3.79076e-02,2.71178e-02,1.35867e-18,3.70926e-24,9.48341e-19,1.39885e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.76221e-06,7.60001e-01,8.99153e-05,6.69988e-07,1.04423e-05,5.99461e-02,4.26165e-14,7.52786e-11,6.49559e-11,3.00105e-10
9.36775e+02,6.79215e-09,3.75341e-02,2.68503e-02,1.30591e-18,3.60057e-24,9.11470e-19,1.35785e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.69190e-06,7.60001e-01,8.85883e-05,6.60395e-07,1.04655e-05,5.99468e-02,4.18361e-14,7.42090e-11,6.52844e-11,3.00093e-10
9.55441e+02,6.85948e-09,3.71644e-02,2.65854e-02,1.25521e-18,3.49507e-24,8.76037e-19,1.31807e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.62790e-06,7.60000e-01,8.73101e-05,6.51869e-07,1.04928e-05,5.99475e-02,4.10867e-14,7.33139e-11,6.55482e-11,3.00083e-10
9.74479e+02,6.92746e-09,3.67982e-02,2.63232e-02,1.20647e-18,3.39268e-24,8.41985e-19,1.27945e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.56906e-06,7.60000e-01,8.60785e-05,6.44215e-07,1.05235e-05,5.99481e-02,4.03668e-14,7.25624e-11,6.57502e-11,3.00073e-10
9.93896e+02,6.99612e-09,3.64357e-02,2.60637e-02,1.15962e-18,3.29329e-24,8.09260e-19,1.24197e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.49358e-06,7.60000e-01,8.49826e-05,6.21773e-07,1.05273e-05,5.99487e-02,3.96934e-14,7.17522e-11,6.59099e-11,3.00064e-10
1.01370e+03,7.06545e-09,3.60767e-02,2.58067e-02,1.11459e-18,3.19683e-24,7.77811e-19,1.20560e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.40448e-06,7.60000e-01,8.40168e-05,5.91057e-07,1.05076e-05,5.99492e-02,3.90768e-14,7.05706e-11,6.60686e-11,3.00056e-10
1.03390e+03,7.13546e-09,3.57213e-02,2.55522e-02,1.07132e-18,3.10320e-24,7.47586e-19,1.17029e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.32583e-06,7.60000e-01,8.30809e-05,5.68262e-07,1.04964e-05,5.99497e-02,3.84899e-14,6.92416e-11,6.62193e-11,3.00049e-10
1.05450e+03,7.20615e-09,3.53694e-02,2.53003e-02,1.02972e-18,3.01232e-24,7.18538e-19,1.13601e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.25805e-06,7.60000e-01,8.21720e-05,5.51734e-07,1.04932e-05,5.99502e-02,3.79281e-14,6.78708e-11,6.63605e-11,3.00043e-10
1.07551e+03,7.27754e-09,3.50209e-02,2.50509e-02,9.89735e-19,2.92411e-24,6.90621e-19,1.10275e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.19987e-06,7.60000e-01,8.12889e-05,5.39303e-07,1.04966e-05,5.99507e-02,3.73879e-14,6.65692e-11,6.64827e-11,3.00038e-10
1.09694e+03,7.34964e-09,3.46759e-02,2.48040e-02,9.51306e-19,2.83849e-24,6.63791e-19,1.07046e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.14970e-06,7.60000e-01,8.04309e-05,5.29606e-07,1.05057e-05,5.99511e-02,3.68671e-14,6.53928e-11,6.65778e-11,3.00033e-10
1.11880e+03,7.42244e-09,3.43343e-02,2.45595e-02,9.14368e-19,2.75538e-24,6.38004e-19,1.03912e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.10598e-06,7.60000e-01,7.95973e-05,5.21834e-07,1.05197e-05,5.99516e-02,3.63644e-14,6.43602e-11,6.66405e-11,3.00028e-10
1.14109e+03,7.49596e-09,3.39960e-02,2.43174e-02,8.78865e-19,2.67471e-24,6.13220e-19,1.00869e-13,0.00000e+00,0.00000e+00,0.00000e+00,1.06737e-06,7.60000e-01,7.87878e-05,5.15482e-07,1.05378e-05,5.99520e-02,3.58786e-14,6.34713e-11,6.66677e-11,3.00024e-10
1.16383e+03,7.57021e-09,3.36611e-02,2.40778e-02,8.44740e-19,2.59640e-24,5.89401e-19,9.79162e-14,0.00000e+00,0.00000e+00,0.00000e+00,1.03282e-06,7.60000e-01,7.80016e-05,5.10216e-07,1.05596e-05,5.99524e-02,3.54089e-14,6.27166e-11,6.66580e-11,3.00020e-10
1.18702e+03,7.64518e-09,3.33295e-02,2.38405e-02,8.11940e-19,2.52039e-24,5.66507e-19,9.50497e-14,0.00000e+00,0.00000e+00,0.00000e+00,1.00149e-06,7.60000e-01,7.72382e-05,5.05799e-07,1.05844e-05,5.99527e-02,3.49546e-14,6.20833e-11,6.66115e-11,3.00017e-10
1.21068e+03,7.72090e-09,3.30012e-02,2.36055e-02,7.80414e-19,2.44661e-24,5.44504e-19,9.22672e-14,0.00000e+00,0.00000e+00,0.00000e+00,9.72772e-07,7.60000e-01,7.64968e-05,5.02061e-07,1.06121e-05,5.99531e-02,3.45149e-14,6.15579e-11,6.65292e-11,3.00014e-10
1.23480e+03,7.79736e-09,3.26760e-02,2.33729e-02,7.50112e-19,2.37499e-24,5.23356e-19,8.95663e-14,0.00000e+00,0.00000e+00,0.00000e+00,9.46188e-07,7.60000e-01,7.57768e-05,4.98876e-07,1.06423e-05,5.99535e-02,3.40893e-14,6.11270e-11,6.64127e-11,3.00012e-10
1.25941e+03,7.87458e-09,3.23541e-02,2.31426e-02,7.20987e-19,2.30547e-24,5.03030e-19,8.69445e-14,0.00000e+00,0.00000e+00,0.00000e+00,9.21376e-07,7.60000e-01,7.50773e-05,4.96149e-07,1.06747e-05,5.99538e-02,3.36772e-14,6.07786e-11,6.62639e-11,3.00010e-10
1.28451e+03,7.95256e-09,3.20354e-02,2.29145e-02,6.92992e-19,2.23799e-24,4.83495e-19,8.43996e-14,0.00000e+00,0.00000e+00,0.00000e+00,8.84646e-07,7.60000e-01,7.44579e-05,4.83019e-07,1.06885e-05,5.99541e-02,3.32875e-14,6.04200e-11,6.60960e-11,3.00008e-10
1.31012e+03,8.03131e-09,3.17198e-02,2.26888e-02,6.66085e-19,2.17248e-24,4.64718e-19,8.19292e-14,0.00000e+00,0.00000e+00,0.00000e+00,8.38010e-07,7.60000e-01,7.39161e-05,4.62820e-07,1.06854e-05,5.99544e-02,3.29273e-14,5.98869e-11,6.59363e-11,3.00006e-10
1.33623e+03,8.11084e-09,3.14073e-02,2.24652e-02,6.40222e-19,2.10889e-24,4.46671e-19,7.95312e-14,0.00000e+00,0.00000e+00,0.00000e+00,7.96615e-07,7.60000e-01,7.33874e-05,4.47073e-07,1.06871e-05,5.99547e-02,3.25828e-14,5.92597e-11,6.57803e-11,3.00004e-10
1.36286e+03,8.19116e-09,3.10979e-02,2.22438e-02,6.15364e-19,2.04717e-24,4.29325e-19,7.72034e-14,0.00000e+00,0.00000e+00,0.00000e+00,7.60682e-07,7.60000e-01,7.28707e-05,4.35174e-07,1.06933e-05,5.99550e-02,3.22514e-14,5.85746e-11,6.56280e-11,3.00003e-10
1.39003e+03,8.27226e-09,3.07915e-02,2.20247e-02,5.91471e-19,1.98725e-24,4.12653e-19,7.49438e-14,0.00000e+00,0.00000e+00,0.00000e+00,7.29590e-07,7.60000e-01,7.23657e-05,4.26082e-07,1.07034e-05,5.99552e-02,3.19314e-14,5.78848e-11,6.54740e-11,3.00002e-10
1.41774e+03,8.35417e-09,3.04882e-02,2.18077e-02,5.68505e-19,1.92909e-24,3.96629e-19,7.27503e-14,0.00000e+00,0.00000e+00,0.00000e+00,7.02607e-07,7.60000e-01,7.18721e-05,4.19054e-07,1.07170e-05,5.99555e-02,3.16217e-14,5.72250e-11,6.53137e-11,3.00001e-10
1.44601e+03,8.43689e-09,3.01878e-02,2.15928e-02,5.46431e-19,1.87263e-24,3.81227e-19,7.06211e-14,0.00000e+00,0.00000e+00,0.00000e+00,6.79023e-07,7.60000e-01,7.13896e-05,4.13581e-07,1.07336e-05,5.99557e-02,3.13216e-14,5.66145e-11,6.51438e-11,3.00000e-10
1.47484e+03,8.52043e-09,2.98904e-02,2.13801e-02,5.25215e-19,1.81782e-24,3.66424e-19,6.85542e-14,0.00000e+00,0.00000e+00,0.00000e+00,6.58210e-07,7.60000e-01,7.09182e-05,4.09309e-07,1.07528e-05,5.99560e-02,3.10305e-14,5.60633e-11,6.49620e-11,2.99999e-10
1.50424e+03,8.60479e-09,2.95960e-02,2.11694e-02,5.04822e-19,1.76462e-24,3.52195e-19,6.65479e-14,0.00000e+00,0.00000e+00,0.00000e+00,6.39643e-07,7.60000e-01,7.04577e-05,4.05980e-07,1.07744e-05,5.99562e-02,3.07479e-14,5.55751e-11,6.47670e-11,2.99998e-10
1.53423e+03,8.68999e-09,2.93044e-02,2.09609e-02,4.85221e-19,1.71298e-24,3.38519e-19,6.46003e-14,0.00000e+00,0.00000e+00,0.00000e+00,6.22897e-07,7.60000e-01,7.00078e-05,4.03402e-07,1.07981e-05,5.99564e-02,3.04735e-14,5.51501e-11,6.45582e-11,2.99998e-10
1.56483e+03,8.77603e-09,2.90157e-02,2.07544e-02,4.66381e-19,1.66285e-24,3.25375e-19,6.27097e-14,0.00000e+00,0.00000e+00,0.00000e+00,6.07631e-07,7.60000e-01,6.95683e-05,4.01432e-07,1.08236e-05,5.99566e-02,3.02068e-14,5.47862e-11,6.43355e-11,2.99997e-10
1.59603e+03,8.86292e-09,2.87299e-02,2.05499e-02,4.48272e-19,1.61418e-24,3.12741e-19,6.08744e-14,0.00000e+00,0.00000e+00,0.00000e+00,5.93576e-07,7.60000e-01,6.91390e-05,3.99960e-07,1.08508e-05,5.99568e-02,2.99476e-14,5.44800e-11,6.40992e-11,2.99997e-10
1.62786e+03,8.95068e-09,2.84468e-02,2.03474e-02,4.30867e-19,1.56694e-24,3.00597e-19,5.90929e-14,0.00000e+00,0.00000e+00,0.00000e+00,5.80519e-07,7.60000e-01,6.87196e-05,3.98899e-07,1.08795e-05,5.99570e-02,2.96956e-14,5.42276e-11,6.38500e-11,2.99997e-10
1.66032e+03,9.03930e-09,2.81666e-02,2.01470e-02,4.14138e-19,1.52108e-24,2.88925e-19,5.73635e-14,0.00000e+00,0.00000e+00,0.00000e+00,5.68292e-07,7.60000e-01,6.83098e-05,3.98182e-07,1.09096e-05,5.99572e-02,2.94506e-14,5.40247e-11,6.35885e-11,2.99996e-10
1.69344e+03,9.12879e-09,2.78891e-02,1.99485e-02,3.98058e-19,1.47657e-24,2.77707e-19,5.56847e-14,0.00000e+00,0.00000e+00,0.00000e+00,5.47663e-07,7.60000e-01,6.79514e-05,3.89877e-07,1.09263e-05,5.99574e-02,2.92168e-14,5.38299e-11,6.33226e-11,2.99996e-10
1.72721e+03,9.21917e-09,2.76143e-02,1.97520e-02,3.82602e-19,1.43336e-24,2.66924e-19,5.40551e-14,0.00000e+00,0.00000e+00,0.00000e+00,5.20027e-07,7.60000e-01,6.76433e-05,3.75703e-07,1.09305e-05,5.99575e-02,2.89991e-14,5.35620e-11,6.30691e-11,2.99996e-10
1.76166e+03,9.31045e-09,2.73423e-02,1.95574e-02,3.67747e-19,1.39141e-24,2.56559e-19,5.24732e-14,0.00000e+00,0.00000e+00,0.00000e+00,4.95532e-07,7.60000e-01,6.73410e-05,3.64117e-07,1.09374e-05,5.99577e-02,2.87906e-14,5.32488e-11,6.28252e-11,2.99995e-10
