t(s), a, T (MeV), Tnu (MeV), photons, baryons, rho_{nu}, drho_{nu}, phi (GeV^4), rho_vs(GeV^4), sigma_rad (GeV^4), Y(n), Y(p), Y(2H), Y(3H), Y(3He), Y(4He), Y(6Li), Y(7Li), Y(7Be), eta
1.00038e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.37039e-25,5.73205e-27,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.00038e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,9.55558e-25,1.52286e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.70118e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,7.96300e-25,2.18356e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
3.42183e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,5.52902e-25,2.71908e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
4.45624e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,4.80672e-25,3.36072e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
6.00784e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.21959e-25,4.40768e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
8.33525e-10,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,7.46775e-25,6.21877e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.17617e-09,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,7.03008e-25,8.85025e-26,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.69014e-09,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,5.87723e-25,1.22261e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.46109e-09,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,5.62905e-25,1.66201e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
3.61751e-09,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.36960e-25,2.30367e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
5.35215e-09,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.92601e-25,3.23253e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
7.95411e-09,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.64880e-25,4.37207e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.18570e-08,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.09289e-25,5.50295e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.77115e-08,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.02284e-25,6.48991e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.64931e-08,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.40475e-25,7.36643e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
3.96655e-08,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.64824e-25,8.04924e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
5.94241e-08,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83519e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.48356e-25,8.23947e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
8.90620e-08,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13916e-11,8.83518e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.21860e-25,7.97161e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.33519e-07,8.00000e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13915e-11,8.83518e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.20963e-25,7.80407e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.00204e-07,8.00001e-11,2.32668e+00,2.32668e+00,1.92821e-11,2.35010e-18,5.13915e-11,8.83517e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97463e-13,6.40387e-25,7.99546e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
3.00232e-07,8.00001e-11,2.32668e+00,2.32668e+00,1.92820e-11,2.35010e-18,5.13914e-11,8.83516e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97462e-13,6.50771e-25,8.17350e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
4.50274e-07,8.00001e-11,2.32668e+00,2.32668e+00,1.92820e-11,2.35009e-18,5.13913e-11,8.83515e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97462e-13,6.41396e-25,8.07715e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
6.75337e-07,8.00002e-11,2.32667e+00,2.32667e+00,1.92819e-11,2.35009e-18,5.13911e-11,8.83513e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97462e-13,6.28920e-25,7.90980e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.01293e-06,8.00003e-11,2.32667e+00,2.32667e+00,1.92818e-11,2.35008e-18,5.13909e-11,8.83509e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97462e-13,6.29714e-25,7.91202e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.51932e-06,8.00004e-11,2.32667e+00,2.32667e+00,1.92817e-11,2.35006e-18,5.13905e-11,8.83504e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97461e-13,6.39469e-25,8.03574e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.27891e-06,8.00007e-11,2.32666e+00,2.32666e+00,1.92815e-11,2.35004e-18,5.13899e-11,8.83497e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97460e-13,6.43752e-25,8.09211e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
3.41829e-06,8.00010e-11,2.32665e+00,2.32665e+00,1.92811e-11,2.35001e-18,5.13891e-11,8.83486e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97459e-13,6.38579e-25,8.02750e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
5.12737e-06,8.00015e-11,2.32664e+00,2.32664e+00,1.92807e-11,2.34997e-18,5.13878e-11,8.83469e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97458e-13,6.32783e-25,7.95396e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
7.69097e-06,8.00023e-11,2.32661e+00,2.32661e+00,1.92799e-11,2.34990e-18,5.13858e-11,8.83444e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97455e-13,6.33768e-25,7.96597e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.15364e-05,8.00034e-11,2.32658e+00,2.32658e+00,1.92788e-11,2.34980e-18,5.13829e-11,8.83407e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97451e-13,6.38614e-25,8.02694e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
1.73045e-05,8.00051e-11,2.32653e+00,2.32653e+00,1.92772e-11,2.34965e-18,5.13786e-11,8.83351e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97445e-13,6.40306e-25,8.04830e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
2.59567e-05,8.00076e-11,2.32646e+00,2.32646e+00,1.92748e-11,2.34943e-18,5.13720e-11,8.83266e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97437e-13,6.37531e-25,8.01335e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22322e-10
3.89350e-05,8.00115e-11,2.32635e+00,2.32635e+00,1.92711e-11,2.34909e-18,5.13622e-11,8.83140e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97424e-13,6.34893e-25,7.98003e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22321e-10
5.84024e-05,8.00172e-11,2.32618e+00,2.32618e+00,1.92656e-11,2.34859e-18,5.13475e-11,8.82950e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64497e-01,6.35503e-01,4.97404e-13,6.35684e-25,7.98977e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22321e-10
8.76035e-05,8.00258e-11,2.32593e+00,2.32593e+00,1.92573e-11,2.34783e-18,5.13255e-11,8.82666e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64496e-01,6.35504e-01,4.97375e-13,6.38101e-25,8.01988e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22320e-10
1.31405e-04,8.00387e-11,2.32556e+00,2.32556e+00,1.92450e-11,2.34670e-18,5.12925e-11,8.82240e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64496e-01,6.35504e-01,4.97330e-13,6.38780e-25,8.02801e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22320e-10
1.97108e-04,8.00580e-11,2.32500e+00,2.32500e+00,1.92264e-11,2.34500e-18,5.12430e-11,8.81602e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64495e-01,6.35505e-01,4.97264e-13,6.37403e-25,8.01009e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22318e-10
2.95661e-04,8.00869e-11,2.32416e+00,2.32415e+00,1.91987e-11,2.34246e-18,5.11689e-11,8.80646e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64494e-01,6.35506e-01,4.97165e-13,6.36348e-25,7.99594e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22316e-10
4.43492e-04,8.01304e-11,2.32290e+00,2.32289e+00,1.91572e-11,2.33865e-18,5.10581e-11,8.79215e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64491e-01,6.35509e-01,4.97015e-13,6.37067e-25,8.00364e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22313e-10
6.65238e-04,8.01955e-11,2.32102e+00,2.32101e+00,1.90952e-11,2.33296e-18,5.08925e-11,8.77076e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64484e-01,6.35516e-01,4.96790e-13,6.38533e-25,8.02015e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22309e-10
9.97857e-04,8.02930e-11,2.31820e+00,2.31819e+00,1.90027e-11,2.32446e-18,5.06457e-11,8.73884e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64469e-01,6.35531e-01,4.96452e-13,6.39192e-25,8.02574e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22302e-10
1.49678e-03,8.04390e-11,2.31400e+00,2.31398e+00,1.88653e-11,2.31181e-18,5.02788e-11,8.69131e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64437e-01,6.35563e-01,4.95941e-13,6.39105e-25,8.02093e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22292e-10
2.24518e-03,8.06574e-11,2.30774e+00,2.30771e+00,1.86619e-11,2.29306e-18,4.97359e-11,8.62083e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64369e-01,6.35631e-01,4.95171e-13,6.39553e-25,8.02171e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22277e-10
3.36777e-03,8.09838e-11,2.29844e+00,2.29840e+00,1.83630e-11,2.26539e-18,4.89379e-11,8.51689e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.64228e-01,6.35772e-01,4.94007e-13,6.41257e-25,8.03718e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22254e-10
5.05165e-03,8.14703e-11,2.28471e+00,2.28464e+00,1.79280e-11,2.22493e-18,4.77765e-11,8.36483e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.63942e-01,6.36058e-01,4.92250e-13,6.43767e-25,8.06238e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22220e-10
7.57747e-03,8.21936e-11,2.26456e+00,2.26445e+00,1.73039e-11,2.16645e-18,4.61104e-11,8.14509e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.63387e-01,6.36613e-01,4.89609e-13,6.46524e-25,8.09208e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22170e-10
1.04542e-02,8.30093e-11,2.24225e+00,2.24210e+00,1.66321e-11,2.10290e-18,4.43169e-11,7.90630e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.62618e-01,6.37382e-01,4.86627e-13,6.49016e-25,8.12292e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22112e-10
1.33887e-02,8.38331e-11,2.22016e+00,2.21997e+00,1.59863e-11,2.04122e-18,4.25930e-11,7.67450e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.61729e-01,6.38271e-01,4.83650e-13,6.51554e-25,8.15838e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.22052e-10
1.63822e-02,8.46651e-11,2.19829e+00,2.19806e+00,1.53656e-11,1.98134e-18,4.09361e-11,7.44949e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.60753e-01,6.39247e-01,4.80696e-13,6.54378e-25,8.20033e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21992e-10
1.94357e-02,8.55054e-11,2.17664e+00,2.17637e+00,1.47690e-11,1.92322e-18,3.93437e-11,7.23107e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.59714e-01,6.40286e-01,4.77766e-13,6.57376e-25,8.24655e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21931e-10
2.25505e-02,8.63541e-11,2.15519e+00,2.15488e+00,1.41956e-11,1.86680e-18,3.78131e-11,7.01904e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.58628e-01,6.41372e-01,4.74865e-13,6.60414e-25,8.29482e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21868e-10
2.57279e-02,8.72112e-11,2.13396e+00,2.13361e+00,1.36445e-11,1.81203e-18,3.63419e-11,6.81322e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.57507e-01,6.42493e-01,4.72001e-13,6.63524e-25,8.34512e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21804e-10
2.89691e-02,8.80769e-11,2.11294e+00,2.11255e+00,1.31147e-11,1.75886e-18,3.49280e-11,6.61343e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.56359e-01,6.43641e-01,4.69181e-13,6.66823e-25,8.39868e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21739e-10
3.22755e-02,8.89513e-11,2.09213e+00,2.09169e+00,1.26055e-11,1.70725e-18,3.35690e-11,6.41948e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.55190e-01,6.44810e-01,4.66409e-13,6.70378e-25,8.45614e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21673e-10
3.56482e-02,8.98344e-11,2.07152e+00,2.07104e+00,1.21161e-11,1.65716e-18,3.22627e-11,6.23121e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.54004e-01,6.45996e-01,4.63685e-13,6.74179e-25,8.51727e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21605e-10
3.90887e-02,9.07262e-11,2.05111e+00,2.05059e+00,1.16457e-11,1.60853e-18,3.10073e-11,6.04846e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.52804e-01,6.47196e-01,4.61008e-13,6.78202e-25,8.58167e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21536e-10
4.25983e-02,9.16270e-11,2.03091e+00,2.03035e+00,1.11935e-11,1.56133e-18,2.98007e-11,5.87105e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.51591e-01,6.48409e-01,4.58380e-13,6.82452e-25,8.64934e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21465e-10
4.61784e-02,9.25368e-11,2.01090e+00,2.01030e+00,1.07589e-11,1.51550e-18,2.86409e-11,5.69884e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.50368e-01,6.49632e-01,4.55803e-13,6.86954e-25,8.72057e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21393e-10
4.98305e-02,9.34557e-11,1.99109e+00,1.99044e+00,1.03412e-11,1.47102e-18,2.75262e-11,5.53167e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.49135e-01,6.50865e-01,4.53275e-13,6.91733e-25,8.79564e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21320e-10
5.35560e-02,9.43837e-11,1.97148e+00,1.97079e+00,9.93971e-12,1.42785e-18,2.64549e-11,5.36940e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.47894e-01,6.52106e-01,4.50798e-13,6.96795e-25,8.87461e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21245e-10
5.73563e-02,9.53210e-11,1.95205e+00,1.95132e+00,9.55380e-12,1.38594e-18,2.54251e-11,5.21188e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.46645e-01,6.53355e-01,4.48372e-13,7.02143e-25,8.95752e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21169e-10
6.12331e-02,9.62677e-11,1.93282e+00,1.93205e+00,9.18287e-12,1.34525e-18,2.44354e-11,5.05897e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.45389e-01,6.54611e-01,4.45995e-13,7.07784e-25,9.04445e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21091e-10
6.51878e-02,9.72239e-11,1.91378e+00,1.91297e+00,8.82634e-12,1.30576e-18,2.34842e-11,4.91053e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.44127e-01,6.55873e-01,4.43669e-13,7.13731e-25,9.13556e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.21012e-10
6.92220e-02,9.81896e-11,1.89493e+00,1.89407e+00,8.48365e-12,1.26743e-18,2.25700e-11,4.76645e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.42857e-01,6.57143e-01,4.41393e-13,7.19997e-25,9.23104e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20931e-10
7.33373e-02,9.91649e-11,1.87626e+00,1.87536e+00,8.15427e-12,1.23021e-18,2.16912e-11,4.62658e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.41582e-01,6.58418e-01,4.39167e-13,7.26594e-25,9.33104e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20849e-10
7.75354e-02,1.00150e-10,1.85778e+00,1.85683e+00,7.83768e-12,1.19409e-18,2.08467e-11,4.49081e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.40301e-01,6.59699e-01,4.36990e-13,7.33532e-25,9.43568e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20765e-10
8.18179e-02,1.01145e-10,1.83948e+00,1.83849e+00,7.53338e-12,1.15903e-18,2.00350e-11,4.35901e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.39015e-01,6.60985e-01,4.34864e-13,7.40822e-25,9.54513e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20679e-10
8.61866e-02,1.02150e-10,1.82136e+00,1.82032e+00,7.24089e-12,1.12499e-18,1.92548e-11,4.23107e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.37723e-01,6.62277e-01,4.32787e-13,7.48478e-25,9.65957e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20592e-10
9.06431e-02,1.03165e-10,1.80342e+00,1.80233e+00,6.95976e-12,1.09196e-18,1.85049e-11,4.10688e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.36427e-01,6.63573e-01,4.30759e-13,7.56513e-25,9.77918e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20503e-10
9.51893e-02,1.04190e-10,1.78565e+00,1.78452e+00,6.68955e-12,1.05988e-18,1.77842e-11,3.98633e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.35125e-01,6.64875e-01,4.28781e-13,7.64942e-25,9.90417e-25,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20412e-10
9.98270e-02,1.05225e-10,1.76806e+00,1.76689e+00,6.42983e-12,1.02875e-18,1.70916e-11,3.86931e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.33819e-01,6.66181e-01,4.26852e-13,7.73779e-25,1.00347e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20319e-10
1.04558e-01,1.06271e-10,1.75065e+00,1.74942e+00,6.18019e-12,9.98535e-19,1.64258e-11,3.75571e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.32509e-01,6.67491e-01,4.24972e-13,7.83040e-25,1.01711e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20225e-10
1.09384e-01,1.07327e-10,1.73340e+00,1.73213e+00,5.94024e-12,9.69202e-19,1.57860e-11,3.64544e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.31195e-01,6.68805e-01,4.23142e-13,7.92742e-25,1.03135e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20128e-10
1.14308e-01,1.08394e-10,1.71633e+00,1.71501e+00,5.70961e-12,9.40728e-19,1.51710e-11,3.53840e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.29876e-01,6.70124e-01,4.21360e-13,8.02902e-25,1.04621e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.20030e-10
1.19330e-01,1.09472e-10,1.69942e+00,1.69806e+00,5.48794e-12,9.13088e-19,1.45799e-11,3.43450e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.28554e-01,6.71446e-01,4.19628e-13,8.13539e-25,1.06172e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19930e-10
1.24454e-01,1.10560e-10,1.68268e+00,1.68127e+00,5.27487e-12,8.86259e-19,1.40119e-11,3.33364e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.27228e-01,6.72772e-01,4.17945e-13,8.24673e-25,1.07792e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19828e-10
1.29681e-01,1.11659e-10,1.66610e+00,1.66465e+00,5.07008e-12,8.60216e-19,1.34659e-11,3.23573e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.25899e-01,6.74101e-01,4.16310e-13,8.36324e-25,1.09481e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19724e-10
1.35013e-01,1.12769e-10,1.64969e+00,1.64819e+00,4.87323e-12,8.34936e-19,1.29411e-11,3.14069e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.24567e-01,6.75433e-01,4.14725e-13,8.48514e-25,1.11245e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19618e-10
1.40452e-01,1.13891e-10,1.63344e+00,1.63189e+00,4.68403e-12,8.10397e-19,1.24368e-11,3.04844e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.23232e-01,6.76768e-01,4.13188e-13,8.61267e-25,1.13085e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19509e-10
1.46002e-01,1.15023e-10,1.61735e+00,1.61575e+00,4.50217e-12,7.86577e-19,1.19520e-11,2.95888e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.21893e-01,6.78107e-01,4.11701e-13,8.74607e-25,1.15006e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19399e-10
1.51663e-01,1.16167e-10,1.60142e+00,1.59977e+00,4.32738e-12,7.63455e-19,1.14861e-11,2.87195e-08,0.00000e+00,0.00000e+00,0.00000e+00,3.20553e-01,6.79447e-01,4.10263e-13,8.88561e-25,1.17010e-24,1.00000e-30,1.00000e-30,1.00000e-30,1.00000e-30,8.19287e-10
