t (s), a, T (GK), Tnu (GK), photons, baryons, neutrinos, phi (GeV^4), Y(n), Y(p), Y(2H), Y(4He), Y(7Li), Y(Br), eta 
1.00038e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.00038e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.70118e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
3.42183e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
4.45624e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
6.00784e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
8.33525e-10, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.17617e-09, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.69014e-09, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.46109e-09, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
3.61751e-09, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
5.35215e-09, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
7.95411e-09, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.18570e-08, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.77115e-08, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.64931e-08, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
3.96655e-08, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
5.94241e-08, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
8.90620e-08, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13916e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.33519e-07, 8.00000e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13915e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.00204e-07, 8.00001e-11, 2.70000e+01, 2.70000e+01, 1.92821e-11, 2.35010e-18, 5.13915e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97463e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
3.00232e-07, 8.00001e-11, 2.70000e+01, 2.70000e+01, 1.92820e-11, 2.35010e-18, 5.13914e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97462e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
4.50274e-07, 8.00001e-11, 2.70000e+01, 2.70000e+01, 1.92820e-11, 2.35009e-18, 5.13913e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97462e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
6.75337e-07, 8.00002e-11, 2.69999e+01, 2.69999e+01, 1.92819e-11, 2.35009e-18, 5.13911e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97462e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.01293e-06, 8.00003e-11, 2.69999e+01, 2.69999e+01, 1.92818e-11, 2.35008e-18, 5.13909e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97462e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.51932e-06, 8.00004e-11, 2.69998e+01, 2.69998e+01, 1.92817e-11, 2.35006e-18, 5.13905e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97461e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.27891e-06, 8.00007e-11, 2.69998e+01, 2.69998e+01, 1.92815e-11, 2.35004e-18, 5.13899e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97460e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
3.41829e-06, 8.00010e-11, 2.69997e+01, 2.69997e+01, 1.92811e-11, 2.35001e-18, 5.13891e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97459e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
5.12737e-06, 8.00015e-11, 2.69995e+01, 2.69995e+01, 1.92807e-11, 2.34997e-18, 5.13878e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97458e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
7.69097e-06, 8.00023e-11, 2.69992e+01, 2.69992e+01, 1.92799e-11, 2.34990e-18, 5.13858e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97455e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.15364e-05, 8.00034e-11, 2.69989e+01, 2.69989e+01, 1.92788e-11, 2.34980e-18, 5.13829e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97451e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
1.73045e-05, 8.00051e-11, 2.69983e+01, 2.69983e+01, 1.92772e-11, 2.34965e-18, 5.13786e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97445e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
2.59567e-05, 8.00076e-11, 2.69974e+01, 2.69974e+01, 1.92748e-11, 2.34943e-18, 5.13720e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97437e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22322e-10 
3.89350e-05, 8.00115e-11, 2.69961e+01, 2.69961e+01, 1.92711e-11, 2.34909e-18, 5.13622e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97424e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22321e-10 
5.84024e-05, 8.00172e-11, 2.69942e+01, 2.69942e+01, 1.92656e-11, 2.34859e-18, 5.13475e-11, 0.00000e+00, 3.64497e-01, 6.35503e-01, 4.97404e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22321e-10 
8.76035e-05, 8.00258e-11, 2.69913e+01, 2.69913e+01, 1.92573e-11, 2.34783e-18, 5.13255e-11, 0.00000e+00, 3.64496e-01, 6.35504e-01, 4.97375e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22320e-10 
1.31405e-04, 8.00387e-11, 2.69870e+01, 2.69870e+01, 1.92450e-11, 2.34670e-18, 5.12925e-11, 0.00000e+00, 3.64496e-01, 6.35504e-01, 4.97330e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22320e-10 
1.97108e-04, 8.00580e-11, 2.69805e+01, 2.69805e+01, 1.92264e-11, 2.34500e-18, 5.12430e-11, 0.00000e+00, 3.64495e-01, 6.35505e-01, 4.97264e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22318e-10 
2.95661e-04, 8.00869e-11, 2.69707e+01, 2.69707e+01, 1.91987e-11, 2.34246e-18, 5.11689e-11, 0.00000e+00, 3.64494e-01, 6.35506e-01, 4.97165e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22316e-10 
4.43492e-04, 8.01304e-11, 2.69562e+01, 2.69561e+01, 1.91572e-11, 2.33865e-18, 5.10581e-11, 0.00000e+00, 3.64491e-01, 6.35509e-01, 4.97015e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22313e-10 
6.65238e-04, 8.01955e-11, 2.69343e+01, 2.69342e+01, 1.90952e-11, 2.33296e-18, 5.08925e-11, 0.00000e+00, 3.64484e-01, 6.35516e-01, 4.96790e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22309e-10 
9.97857e-04, 8.02930e-11, 2.69017e+01, 2.69015e+01, 1.90027e-11, 2.32446e-18, 5.06457e-11, 0.00000e+00, 3.64469e-01, 6.35531e-01, 4.96452e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22302e-10 
1.49678e-03, 8.04390e-11, 2.68529e+01, 2.68526e+01, 1.88653e-11, 2.31181e-18, 5.02788e-11, 0.00000e+00, 3.64437e-01, 6.35563e-01, 4.95941e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22292e-10 
2.24518e-03, 8.06574e-11, 2.67802e+01, 2.67799e+01, 1.86619e-11, 2.29306e-18, 4.97359e-11, 0.00000e+00, 3.64369e-01, 6.35631e-01, 4.95171e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22277e-10 
3.36777e-03, 8.09838e-11, 2.66723e+01, 2.66718e+01, 1.83630e-11, 2.26539e-18, 4.89379e-11, 0.00000e+00, 3.64228e-01, 6.35772e-01, 4.94007e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22254e-10 
5.05165e-03, 8.14703e-11, 2.65129e+01, 2.65121e+01, 1.79280e-11, 2.22493e-18, 4.77765e-11, 0.00000e+00, 3.63942e-01, 6.36058e-01, 4.92250e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22220e-10 
7.57747e-03, 8.21936e-11, 2.62791e+01, 2.62779e+01, 1.73039e-11, 2.16645e-18, 4.61104e-11, 0.00000e+00, 3.63387e-01, 6.36613e-01, 4.89609e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22170e-10 
1.04542e-02, 8.30093e-11, 2.60203e+01, 2.60185e+01, 1.66321e-11, 2.10290e-18, 4.43169e-11, 0.00000e+00, 3.62618e-01, 6.37382e-01, 4.86627e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22112e-10 
1.33887e-02, 8.38331e-11, 2.57639e+01, 2.57617e+01, 1.59863e-11, 2.04122e-18, 4.25930e-11, 0.00000e+00, 3.61729e-01, 6.38271e-01, 4.83650e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.22052e-10 
1.63822e-02, 8.46651e-11, 2.55101e+01, 2.55075e+01, 1.53656e-11, 1.98134e-18, 4.09361e-11, 0.00000e+00, 3.60753e-01, 6.39247e-01, 4.80696e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21992e-10 
1.94357e-02, 8.55054e-11, 2.52588e+01, 2.52557e+01, 1.47690e-11, 1.92322e-18, 3.93437e-11, 0.00000e+00, 3.59714e-01, 6.40286e-01, 4.77766e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21931e-10 
2.25505e-02, 8.63541e-11, 2.50100e+01, 2.50064e+01, 1.41956e-11, 1.86680e-18, 3.78131e-11, 0.00000e+00, 3.58628e-01, 6.41372e-01, 4.74865e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21868e-10 
2.57279e-02, 8.72112e-11, 2.47636e+01, 2.47595e+01, 1.36445e-11, 1.81203e-18, 3.63419e-11, 0.00000e+00, 3.57507e-01, 6.42493e-01, 4.72001e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21804e-10 
2.89691e-02, 8.80769e-11, 2.45197e+01, 2.45151e+01, 1.31147e-11, 1.75886e-18, 3.49280e-11, 0.00000e+00, 3.56359e-01, 6.43641e-01, 4.69181e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21739e-10 
3.22755e-02, 8.89513e-11, 2.42781e+01, 2.42731e+01, 1.26055e-11, 1.70725e-18, 3.35690e-11, 0.00000e+00, 3.55190e-01, 6.44810e-01, 4.66409e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21673e-10 
3.56482e-02, 8.98344e-11, 2.40390e+01, 2.40334e+01, 1.21161e-11, 1.65716e-18, 3.22627e-11, 0.00000e+00, 3.54004e-01, 6.45996e-01, 4.63685e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21605e-10 
3.90887e-02, 9.07262e-11, 2.38022e+01, 2.37961e+01, 1.16457e-11, 1.60853e-18, 3.10073e-11, 0.00000e+00, 3.52804e-01, 6.47196e-01, 4.61008e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21536e-10 
4.25983e-02, 9.16270e-11, 2.35677e+01, 2.35612e+01, 1.11935e-11, 1.56133e-18, 2.98007e-11, 0.00000e+00, 3.51591e-01, 6.48409e-01, 4.58380e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21465e-10 
4.61784e-02, 9.25368e-11, 2.33355e+01, 2.33285e+01, 1.07589e-11, 1.51550e-18, 2.86409e-11, 0.00000e+00, 3.50368e-01, 6.49632e-01, 4.55803e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21393e-10 
4.98305e-02, 9.34557e-11, 2.31056e+01, 2.30982e+01, 1.03412e-11, 1.47102e-18, 2.75262e-11, 0.00000e+00, 3.49135e-01, 6.50865e-01, 4.53275e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21320e-10 
5.35560e-02, 9.43837e-11, 2.28780e+01, 2.28700e+01, 9.93971e-12, 1.42785e-18, 2.64549e-11, 0.00000e+00, 3.47894e-01, 6.52106e-01, 4.50798e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21245e-10 
5.73563e-02, 9.53210e-11, 2.26527e+01, 2.26442e+01, 9.55380e-12, 1.38594e-18, 2.54251e-11, 0.00000e+00, 3.46645e-01, 6.53355e-01, 4.48372e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21169e-10 
6.12331e-02, 9.62677e-11, 2.24295e+01, 2.24205e+01, 9.18287e-12, 1.34525e-18, 2.44354e-11, 0.00000e+00, 3.45389e-01, 6.54611e-01, 4.45995e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21091e-10 
6.51878e-02, 9.72239e-11, 2.22086e+01, 2.21991e+01, 8.82634e-12, 1.30576e-18, 2.34842e-11, 0.00000e+00, 3.44127e-01, 6.55873e-01, 4.43669e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.21012e-10 
6.92220e-02, 9.81896e-11, 2.19898e+01, 2.19798e+01, 8.48365e-12, 1.26743e-18, 2.25700e-11, 0.00000e+00, 3.42857e-01, 6.57143e-01, 4.41393e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20931e-10 
7.33373e-02, 9.91649e-11, 2.17732e+01, 2.17626e+01, 8.15427e-12, 1.23021e-18, 2.16912e-11, 0.00000e+00, 3.41582e-01, 6.58418e-01, 4.39167e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20849e-10 
7.75354e-02, 1.00150e-10, 2.15587e+01, 2.15476e+01, 7.83768e-12, 1.19409e-18, 2.08467e-11, 0.00000e+00, 3.40301e-01, 6.59699e-01, 4.36990e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20765e-10 
8.18179e-02, 1.01145e-10, 2.13463e+01, 2.13348e+01, 7.53338e-12, 1.15903e-18, 2.00350e-11, 0.00000e+00, 3.39015e-01, 6.60985e-01, 4.34864e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20679e-10 
8.61866e-02, 1.02150e-10, 2.11360e+01, 2.11240e+01, 7.24089e-12, 1.12499e-18, 1.92548e-11, 0.00000e+00, 3.37723e-01, 6.62277e-01, 4.32787e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20592e-10 
9.06431e-02, 1.03165e-10, 2.09278e+01, 2.09152e+01, 6.95976e-12, 1.09196e-18, 1.85049e-11, 0.00000e+00, 3.36427e-01, 6.63573e-01, 4.30759e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20503e-10 
9.51893e-02, 1.04190e-10, 2.07217e+01, 2.07085e+01, 6.68955e-12, 1.05988e-18, 1.77842e-11, 0.00000e+00, 3.35125e-01, 6.64875e-01, 4.28781e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20412e-10 
9.98270e-02, 1.05225e-10, 2.05175e+01, 2.05039e+01, 6.42983e-12, 1.02875e-18, 1.70916e-11, 0.00000e+00, 3.33819e-01, 6.66181e-01, 4.26852e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20319e-10 
1.04558e-01, 1.06271e-10, 2.03154e+01, 2.03012e+01, 6.18019e-12, 9.98535e-19, 1.64258e-11, 0.00000e+00, 3.32509e-01, 6.67491e-01, 4.24972e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20225e-10 
1.09384e-01, 1.07327e-10, 2.01153e+01, 2.01006e+01, 5.94024e-12, 9.69202e-19, 1.57860e-11, 0.00000e+00, 3.31195e-01, 6.68805e-01, 4.23142e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20128e-10 
1.14308e-01, 1.08394e-10, 1.99171e+01, 1.99019e+01, 5.70961e-12, 9.40728e-19, 1.51710e-11, 0.00000e+00, 3.29876e-01, 6.70124e-01, 4.21360e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.20030e-10 
1.19330e-01, 1.09472e-10, 1.97209e+01, 1.97051e+01, 5.48794e-12, 9.13088e-19, 1.45799e-11, 0.00000e+00, 3.28554e-01, 6.71446e-01, 4.19628e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19930e-10 
1.24454e-01, 1.10560e-10, 1.95267e+01, 1.95103e+01, 5.27487e-12, 8.86259e-19, 1.40119e-11, 0.00000e+00, 3.27228e-01, 6.72772e-01, 4.17945e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19828e-10 
1.29681e-01, 1.11659e-10, 1.93343e+01, 1.93174e+01, 5.07008e-12, 8.60216e-19, 1.34659e-11, 0.00000e+00, 3.25899e-01, 6.74101e-01, 4.16310e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19724e-10 
1.35013e-01, 1.12769e-10, 1.91439e+01, 1.91264e+01, 4.87323e-12, 8.34936e-19, 1.29411e-11, 0.00000e+00, 3.24567e-01, 6.75433e-01, 4.14725e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19618e-10 
1.40452e-01, 1.13891e-10, 1.89553e+01, 1.89373e+01, 4.68403e-12, 8.10397e-19, 1.24368e-11, 0.00000e+00, 3.23232e-01, 6.76768e-01, 4.13188e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19509e-10 
1.46002e-01, 1.15023e-10, 1.87685e+01, 1.87500e+01, 4.50217e-12, 7.86577e-19, 1.19520e-11, 0.00000e+00, 3.21893e-01, 6.78107e-01, 4.11701e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19399e-10 
1.51663e-01, 1.16167e-10, 1.85837e+01, 1.85645e+01, 4.32738e-12, 7.63455e-19, 1.14861e-11, 0.00000e+00, 3.20553e-01, 6.79447e-01, 4.10263e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19287e-10 
1.57438e-01, 1.17323e-10, 1.84006e+01, 1.83809e+01, 4.15937e-12, 7.41011e-19, 1.10384e-11, 0.00000e+00, 3.19210e-01, 6.80790e-01, 4.08874e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19172e-10 
1.63329e-01, 1.18490e-10, 1.82193e+01, 1.81991e+01, 3.99789e-12, 7.19225e-19, 1.06080e-11, 0.00000e+00, 3.17865e-01, 6.82135e-01, 4.07534e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.19055e-10 
1.69339e-01, 1.19669e-10, 1.80399e+01, 1.80190e+01, 3.84267e-12, 6.98077e-19, 1.01944e-11, 0.00000e+00, 3.16518e-01, 6.83482e-01, 4.06244e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18936e-10 
1.75471e-01, 1.20859e-10, 1.78622e+01, 1.78407e+01, 3.69348e-12, 6.77550e-19, 9.79692e-12, 0.00000e+00, 3.15169e-01, 6.84831e-01, 4.05003e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18814e-10 
1.81726e-01, 1.22062e-10, 1.76862e+01, 1.76642e+01, 3.55008e-12, 6.57624e-19, 9.41487e-12, 0.00000e+00, 3.13818e-01, 6.86182e-01, 4.03813e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18690e-10 
1.88107e-01, 1.23276e-10, 1.75120e+01, 1.74894e+01, 3.41226e-12, 6.38282e-19, 9.04768e-12, 0.00000e+00, 3.12467e-01, 6.87533e-01, 4.02672e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18563e-10 
1.94617e-01, 1.24503e-10, 1.73395e+01, 1.73163e+01, 3.27978e-12, 6.19507e-19, 8.69478e-12, 0.00000e+00, 3.11114e-01, 6.88886e-01, 4.01581e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18435e-10 
2.01258e-01, 1.25742e-10, 1.71687e+01, 1.71449e+01, 3.15244e-12, 6.01283e-19, 8.35561e-12, 0.00000e+00, 3.09760e-01, 6.90240e-01, 4.00540e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18303e-10 
2.08034e-01, 1.26994e-10, 1.69996e+01, 1.69752e+01, 3.03005e-12, 5.83593e-19, 8.02964e-12, 0.00000e+00, 3.08405e-01, 6.91595e-01, 3.99551e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18169e-10 
2.14946e-01, 1.28258e-10, 1.68321e+01, 1.68071e+01, 2.91242e-12, 5.66421e-19, 7.71635e-12, 0.00000e+00, 3.07050e-01, 6.92950e-01, 3.98612e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.18032e-10 
2.21997e-01, 1.29535e-10, 1.66663e+01, 1.66407e+01, 2.79934e-12, 5.49753e-19, 7.41525e-12, 0.00000e+00, 3.05695e-01, 6.94305e-01, 3.97724e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.17893e-10 
2.29191e-01, 1.30825e-10, 1.65021e+01, 1.64759e+01, 2.69066e-12, 5.33574e-19, 7.12587e-12, 0.00000e+00, 3.04339e-01, 6.95661e-01, 3.96888e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.17751e-10 
2.36531e-01, 1.32128e-10, 1.63396e+01, 1.63128e+01, 2.58620e-12, 5.17869e-19, 6.84775e-12, 0.00000e+00, 3.02984e-01, 6.97016e-01, 3.96103e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.17606e-10 
2.44018e-01, 1.33444e-10, 1.61786e+01, 1.61512e+01, 2.48580e-12, 5.02625e-19, 6.58046e-12, 0.00000e+00, 3.01628e-01, 6.98372e-01, 3.95371e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.17459e-10 
2.51657e-01, 1.34773e-10, 1.60193e+01, 1.59912e+01, 2.38929e-12, 4.87828e-19, 6.32357e-12, 0.00000e+00, 3.00274e-01, 6.99726e-01, 3.94691e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.17308e-10 
2.59450e-01, 1.36116e-10, 1.58615e+01, 1.58328e+01, 2.29653e-12, 4.73464e-19, 6.07668e-12, 0.00000e+00, 2.98920e-01, 7.01080e-01, 3.94065e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.17155e-10 
2.67401e-01, 1.37472e-10, 1.57052e+01, 1.56759e+01, 2.20737e-12, 4.59522e-19, 5.83940e-12, 0.00000e+00, 2.97567e-01, 7.02433e-01, 3.93491e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.16998e-10 
2.75513e-01, 1.38842e-10, 1.55505e+01, 1.55206e+01, 2.12167e-12, 4.45989e-19, 5.61136e-12, 0.00000e+00, 2.96215e-01, 7.03785e-01, 3.92972e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.16839e-10 
2.83788e-01, 1.40225e-10, 1.53973e+01, 1.53668e+01, 2.03930e-12, 4.32853e-19, 5.39219e-12, 0.00000e+00, 2.94864e-01, 7.05136e-01, 3.92507e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.16676e-10 
2.92231e-01, 1.41623e-10, 1.52457e+01, 1.52144e+01, 1.96013e-12, 4.20102e-19, 5.18157e-12, 0.00000e+00, 2.93515e-01, 7.06485e-01, 3.92097e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.16510e-10 
3.00845e-01, 1.43035e-10, 1.50955e+01, 1.50636e+01, 1.88403e-12, 4.07725e-19, 4.97914e-12, 0.00000e+00, 2.92168e-01, 7.07832e-01, 3.91743e-13, 1.00000e-30, 1.00000e-30, 1.00000e-30, 8.16341e-10 
